rep,node,steps,update_discovered
001,1,186,99943
002,1,182,99041
003,1,175,99611
004,1,187,98977
005,1,189,99509
006,1,181,99940
007,1,183,99250
008,1,185,99693
009,1,177,99996
010,1,189,99570
011,1,176,98751
012,1,185,99522
013,1,187,99997
014,1,174,99049
015,1,180,98265
016,1,191,99723
017,1,188,99050
018,1,191,99730
019,1,195,99977
020,1,175,99600
021,1,169,99811
022,1,190,99810
023,1,179,99267
024,1,192,99751
025,1,173,99793
026,1,185,99906
027,1,185,99722
028,1,168,99863
029,1,187,99705
030,1,176,99787
031,1,171,99497
032,1,190,99712
033,1,196,99852
034,1,188,99914
035,1,189,98974
036,1,191,99905
037,1,180,99352
038,1,187,99451
039,1,185,99475
040,1,178,99874
041,1,187,99859
042,1,187,99811
043,1,179,98697
044,1,177,99681
045,1,189,99584
046,1,173,99564
047,1,178,99666
048,1,188,99459
049,1,182,99929
050,1,183,99900
