rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,18544,161,4.79095,32.3922,9,27.9841,1,45,146.438,3563.13,1372.71,8880.5,2632360,1,36,3600,-1
001,21636,185,5.08108,38.825,15,36.7394,1,58,270.512,3056.48,1461.66,7006.39,1869990,1,45,3600,9
001,46175,269,4.68962,87.3583,54,38.3528,1,67,324.059,4581.43,1624.66,17008,8524840,1,32,3600,15
001,48684,210,4.4557,92.9258,66,38.4516,1,60,389.449,3222.06,1658.38,6310.69,1295840,1,32,3600,54
001,56029,280,4.74508,105.182,73,44.3153,1,74,560.297,4600.07,1489.12,9698.34,3785160,1,37,3600,66
002,34194,207,4.83319,60.1483,41,29.3976,1,48,157.781,3190.57,1613.37,7704.79,1929370,1,41,3600,-1
002,54233,307,4.71861,96.1803,53,55.2437,1,93,899.31,5533.33,2679.86,15951.8,6866320,1,35,3600,41
002,80994,271,4.6968,148.137,134,21.4905,1,34,73.6118,3103.12,1305.21,9400,3339470,1,36,3600,53
003,44347,236,4.62311,73.7094,36,46.8639,1,84,728.581,4459.72,2564.02,7379.94,1868270,1,35,3600,-1
003,92172,375,4.82735,156.143,65,65.5032,1,180,3091.09,6000.58,2949.46,19233.3,19313600,1,36,3600,36
003,93108,298,4.85251,158.424,120,45.2312,1,83,991.55,3694.55,1493.53,5997.43,1069330,1,37,3600,65
004,54860,205,4.61622,95.2539,82,20.692,1,33,67.8453,3633.64,938.394,6225.5,1659210,1,30,3600,-1
004,81381,305,4.66231,149.42,112,49.129,1,83,738.935,4511.72,2028.81,8200.06,3326180,1,32,3600,82
004,91009,336,4.93203,168.369,150,29.3423,1,44,98.4995,3759.91,2197.23,7027.47,1660590,1,40,3600,112
004,97877,363,4.75058,181.341,152,45.8122,1,65,412.192,4358.99,1631.17,11285.4,2742110,1,38,3600,150
005,38080,258,4.8434,72.5683,17,54.3189,1,111,1250.78,3924.4,1788.79,32477,20451800,1,43,3600,-1
005,38513,205,4.61924,73.2642,31,51.4415,1,90,1197.86,4220.52,2333.44,7028.59,1591670,1,32,3600,17
005,58602,258,4.74961,106.381,70,43.3487,1,81,815.437,3683.67,1664.6,8445.58,2619980,1,40,3600,31
005,70507,225,4.6571,136.424,127,14.3571,1,24,35.6423,2580.11,553.745,5029.29,1045920,1,36,3600,70
006,52336,272,4.86534,100.519,62,54.6208,1,84,861.447,3901.11,2317.57,9826.09,2203530,1,39,3600,-1
006,79359,347,4.87285,142.793,67,84.0199,1,159,3712.69,5891.31,3012.8,20524.7,8307990,1,38,3600,62
006,97306,381,4.54298,174.947,113,65.331,1,126,2217.45,7150.25,3692.29,16542.2,12504000,1,30,3600,67
007,44658,285,4.57312,83.6617,38,44.6452,1,89,832.358,6348.64,1538.48,20366.6,14176000,1,31,3600,-1
007,45622,256,4.73813,85.5539,52,34.2323,1,73,346.346,5599.05,2887.1,12943.7,8213110,1,31,3600,38
