generation,fitness,source_node,dest_node,steps,rep
1000,1.44056,0,1,9,001
2000,1.83217,0,1,17,001
3000,2.12587,0,1,23,001
4000,2.51748,0,1,31,001
5000,2.95804,0,1,40,001
6000,3.34965,0,1,48,001
7000,3.69231,0,1,55,001
8000,4.23077,0,1,66,001
9000,4.62238,0,1,74,001
10000,4.96503,0,1,81,001
11000,5.45455,0,1,91,001
12000,5.84615,0,1,99,001
13000,6.18881,0,1,106,001
14000,6.67832,0,1,116,001
15000,6.97203,0,1,122,001
16000,7.31469,0,1,129,001
17000,7.75524,0,1,138,001
18000,8.24476,0,1,148,001
19000,8.63636,0,1,156,001
20000,9.02797,0,1,164,001
21000,9.37063,0,1,171,001
22000,9.71329,0,1,178,001
23000,10.2028,0,1,188,001
24000,10.6434,0,1,197,001
25000,11.035,0,1,205,001
26000,11.5245,0,1,215,001
27000,11.965,0,1,224,001
28000,12.3077,0,1,231,001
29000,12.7972,0,1,241,001
30000,13.1888,0,1,249,001
31000,13.5315,0,1,256,001
32000,14.021,0,1,266,001
33000,14.3147,0,1,272,001
34000,14.7552,0,1,281,001
35000,15.0979,0,1,288,001
36000,15.4406,0,1,295,001
37000,15.7832,0,1,302,001
38000,16.1259,0,1,309,001
39000,16.4196,0,1,315,001
40000,16.8112,0,1,323,001
41000,17.1538,0,1,330,001
42000,17.6434,0,1,340,001
43000,18.035,0,1,348,001
44000,18.4755,0,1,357,001
45000,18.7692,0,1,363,001
46000,19.2098,0,1,372,001
47000,19.6014,0,1,380,001
48000,19.9441,0,1,387,001
49000,20.2867,0,1,394,001
50000,20.6294,0,1,401,001
51000,21.1189,0,1,411,001
52000,21.6573,0,1,422,001
53000,22.049,0,1,430,001
54000,22.3916,0,1,437,001
55000,22.7343,0,1,444,001
56000,23.1259,0,1,452,001
57000,23.4685,0,1,459,001
58000,23.8112,0,1,466,001
59000,24.1538,0,1,473,001
60000,24.4476,0,1,479,001
61000,24.9371,0,1,489,001
62000,25.2308,0,1,495,001
63000,25.6713,0,1,504,001
64000,25.9161,0,1,509,001
65000,26.3077,0,1,517,001
66000,26.6993,0,1,525,001
67000,27.0909,0,1,533,001
68000,27.4336,0,1,540,001
69000,27.972,0,1,551,001
70000,28.2657,0,1,557,001
71000,28.6573,0,1,565,001
72000,29.049,0,1,573,001
73000,29.3916,0,1,580,001
74000,29.7343,0,1,587,001
75000,30.0769,0,1,594,001
76000,30.6154,0,1,605,001
77000,30.958,0,1,612,001
78000,31.3497,0,1,620,001
79000,31.6923,0,1,627,001
80000,32.1329,0,1,636,001
81000,32.5245,0,1,644,001
82000,32.965,0,1,653,001
83000,33.4056,0,1,662,001
84000,33.7972,0,1,670,001
85000,34.0909,0,1,676,001
86000,34.4336,0,1,683,001
87000,34.7762,0,1,690,001
88000,35.1678,0,1,698,001
89000,35.4615,0,1,704,001
90000,35.7552,0,1,710,001
91000,36.1958,0,1,719,001
92000,36.5874,0,1,727,001
93000,36.979,0,1,735,001
94000,37.3217,0,1,742,001
95000,37.6643,0,1,749,001
96000,38.1049,0,1,758,001
97000,38.5455,0,1,767,001
98000,38.986,0,1,776,001
99000,39.3776,0,1,784,001
100000,39.8182,0,1,793,001
1000,1.39161,0,1,8,002
2000,1.63636,0,1,13,002
3000,2.07692,0,1,22,002
4000,2.46853,0,1,30,002
5000,2.90909,0,1,39,002
6000,3.25175,0,1,46,002
7000,3.59441,0,1,53,002
8000,3.93706,0,1,60,002
9000,4.42657,0,1,70,002
10000,4.81818,0,1,78,002
11000,5.30769,0,1,88,002
12000,5.6993,0,1,96,002
13000,6.04196,0,1,103,002
14000,6.43357,0,1,111,002
15000,6.82517,0,1,119,002
16000,7.16783,0,1,126,002
17000,7.51049,0,1,133,002
18000,7.9021,0,1,141,002
19000,8.29371,0,1,149,002
20000,8.53846,0,1,154,002
21000,8.88112,0,1,161,002
22000,9.27273,0,1,169,002
23000,9.61538,0,1,176,002
24000,10.007,0,1,184,002
25000,10.4965,0,1,194,002
26000,10.9371,0,1,203,002
27000,11.3776,0,1,212,002
28000,11.8671,0,1,222,002
29000,12.1608,0,1,228,002
30000,12.4545,0,1,234,002
31000,12.7483,0,1,240,002
32000,13.042,0,1,246,002
