rep,node,steps,update_discovered
001,1,793,99893
002,1,776,99923
003,1,780,99977
004,1,796,99919
005,1,773,99970
006,1,815,99926
007,1,777,99943
008,1,776,99932
009,1,795,99963
010,1,787,99997
011,1,809,99904
012,1,794,99998
013,1,791,99896
014,1,818,99965
015,1,785,99905
016,1,786,99856
017,1,798,99942
018,1,789,99965
019,1,794,99909
020,1,785,99974
021,1,803,99968
022,1,783,99979
023,1,787,99978
024,1,792,99869
025,1,795,99972
026,1,787,99950
027,1,803,99880
028,1,791,99962
029,1,802,99982
030,1,777,99933
031,1,791,99953
032,1,791,99739
033,1,791,99831
034,1,787,99948
035,1,799,99971
036,1,794,99934
037,1,786,99945
038,1,794,99870
039,1,784,99982
040,1,790,99947
041,1,803,99988
042,1,788,99952
043,1,794,99959
044,1,791,99991
045,1,767,99899
046,1,816,99984
047,1,805,99984
048,1,827,99831
049,1,830,99801
050,1,775,99919
