rep,node,steps,update_discovered
001,2,1,9
001,3,2,39
001,4,2,124
001,5,4,67
002,2,1,5
002,3,2,15
002,4,3,59
002,5,2,37
003,2,1,4
003,3,2,27
003,4,2,24
003,5,4,151
004,2,1,2
004,3,2,23
004,4,3,89
004,5,2,140
005,2,1,2
005,3,2,14
005,4,3,74
005,5,4,153
006,2,1,5
006,3,2,16
006,4,3,95
006,5,2,15
007,2,1,4
007,3,2,22
007,4,3,35
007,5,4,96
008,2,1,3
008,3,2,15
008,4,3,48
008,5,4,315
009,2,1,5
009,3,2,66
009,4,2,98
009,5,4,160
010,2,1,2
010,3,2,45
010,4,3,87
010,5,2,7
011,2,1,6
011,3,2,9
011,4,3,53
011,5,1,4
012,2,1,2
012,3,2,19
012,4,3,33
012,5,2,73
013,2,1,7
013,3,2,22
013,4,3,118
013,5,2,74
014,2,1,2
014,3,2,10
014,4,3,112
014,5,4,133
015,2,1,3
015,3,2,22
015,4,3,31
015,5,3,132
016,2,1,2
016,3,2,41
016,4,3,83
016,5,4,216
017,2,1,2
017,3,2,54
017,4,3,50
017,5,4,118
018,2,1,3
018,3,2,27
018,4,3,296
018,5,4,195
019,2,1,3
019,3,2,17
019,4,3,21
019,5,3,113
020,2,1,5
020,3,2,24
020,4,2,24
020,5,4,147
021,2,1,3
021,3,2,74
021,4,3,178
021,5,2,26
022,2,1,4
022,3,2,11
022,4,3,91
022,5,2,49
023,2,1,4
023,3,2,28
023,4,3,40
023,5,4,102
024,2,1,3
024,3,2,14
024,4,2,71
024,5,4,94
025,2,1,4
025,3,2,51
025,4,2,4
025,5,4,80
026,2,1,5
026,3,2,108
026,4,2,62
026,5,4,150
027,2,1,4
027,3,2,41
027,4,3,116
027,5,4,140
028,2,1,4
028,3,2,52
028,4,2,10
028,5,2,121
029,2,1,2
029,3,2,57
029,4,3,65
029,5,2,38
030,2,1,2
030,3,2,14
030,4,3,57
030,5,4,107
031,2,1,7
031,3,2,39
031,4,2,26
031,5,4,172
032,2,1,3
032,3,2,60
032,4,3,165
032,5,4,167
033,2,1,4
033,3,2,19
033,4,3,43
033,5,4,49
034,2,1,3
034,3,2,14
034,4,3,82
034,5,4,66
035,2,1,8
035,3,2,21
035,4,3,119
035,5,2,19
036,2,1,3
036,3,2,32
036,4,2,19
036,5,4,127
037,2,1,2
037,3,2,4
037,4,3,180
037,5,2,35
038,2,1,3
038,3,2,28
038,4,3,40
038,5,2,11
039,2,1,3
039,3,2,15
039,4,3,74
039,5,4,187
040,2,1,7
040,3,2,52
040,4,3,68
040,5,3,80
041,2,1,2
041,3,2,21
041,4,2,44
041,5,4,41
042,2,1,5
042,3,2,25
042,4,3,205
042,5,4,103
043,2,1,2
043,3,2,30
043,4,3,138
043,5,4,58
044,2,1,2
044,3,1,3
044,4,3,143
044,5,4,165
045,2,1,2
045,3,2,97
045,4,2,44
045,5,2,23
046,2,1,7
046,3,2,18
046,4,3,45
046,5,4,192
047,2,1,2
047,3,2,85
047,4,3,120
047,5,4,97
048,2,1,4
048,3,2,23
048,4,3,46
048,5,2,16
049,2,1,3
049,3,2,50
049,4,2,16
049,5,4,145
050,2,1,4
050,3,2,7
050,4,3,32
050,5,4,90
