rep,node,steps,update_discovered
001,1,15,755
001,2,19,1179
001,3,26,1412
001,4,54,3978
001,5,1000,67517
002,1,8,328
002,2,15,986
002,3,18,1293
002,4,86,5939
002,5,1000,68965
003,1,8,764
003,2,13,955
003,3,15,1089
003,4,52,3757
003,5,1000,67639
004,1,7,311
004,2,11,743
004,3,27,1719
004,4,59,3699
004,5,1000,68446
005,1,7,426
005,2,11,945
005,3,22,1805
005,4,44,3332
005,5,1000,66973
006,1,9,721
006,2,9,339
006,3,16,1269
006,4,36,2830
006,5,1000,67923
007,1,13,837
007,2,12,815
007,3,14,897
007,4,43,3097
007,5,1000,68879
008,1,13,612
008,2,10,646
008,3,14,760
008,4,28,2127
008,5,1000,68007
009,1,6,289
009,2,13,602
009,3,14,852
009,4,74,5520
009,5,1000,67947
010,1,8,1043
010,2,11,598
010,3,14,1421
010,4,53,3876
010,5,1000,67740
011,1,9,566
011,2,7,518
011,3,15,936
011,4,49,3594
011,5,1000,68605
012,1,10,444
012,2,15,1009
012,3,19,1281
012,4,42,3516
012,5,1000,67823
013,1,6,268
013,2,13,645
013,3,17,1163
013,4,52,4090
013,5,1000,67562
014,1,6,495
014,2,11,469
014,3,23,1923
014,4,49,3884
014,5,1000,68970
015,1,7,261
015,2,14,1233
015,3,21,1452
015,4,59,4232
015,5,1000,67863
016,1,8,173
016,2,11,744
016,3,24,1944
016,4,44,3086
016,5,1000,68263
017,1,8,665
017,2,30,1971
017,3,20,958
017,4,44,2883
017,5,1000,69390
018,1,8,1087
018,2,17,824
018,3,19,1391
018,4,41,2771
018,5,1000,67933
019,1,7,496
019,2,12,974
019,3,25,1904
019,4,50,4427
019,5,1000,69722
020,1,7,598
020,2,13,800
020,3,26,1936
020,4,41,2975
020,5,1000,68108
021,1,11,596
021,2,17,1596
021,3,16,1436
021,4,68,5126
021,5,1000,68483
022,1,9,476
022,2,11,938
022,3,18,1774
022,4,61,4438
022,5,1000,67127
023,1,12,719
023,2,14,1290
023,3,27,2174
023,4,50,3822
023,5,1000,67996
024,1,11,597
024,2,10,512
024,3,13,847
024,4,54,4116
024,5,1000,69367
025,1,7,305
025,2,13,641
025,3,15,1089
025,4,48,3657
025,5,1000,68115
026,1,7,250
026,2,14,981
026,3,22,1823
026,4,45,3547
026,5,1000,68191
027,1,8,669
027,2,11,713
027,3,34,2655
027,4,72,5208
027,5,1000,68483
028,1,7,435
028,2,12,1190
028,3,23,1462
028,4,79,6200
028,5,1000,68168
029,1,10,620
029,2,10,545
029,3,21,1347
029,4,53,3503
029,5,1000,68026
030,1,9,357
030,2,11,874
030,3,27,2034
030,4,81,6371
030,5,1000,68105
031,1,9,717
031,2,9,385
031,3,17,960
031,4,60,3921
031,5,1000,68749
032,1,9,618
032,2,17,1310
032,3,17,1115
032,4,60,4434
032,5,1000,69162
033,1,7,528
033,2,14,879
033,3,15,1100
033,4,51,4039
033,5,1000,67852
034,1,11,526
034,2,12,1015
034,3,18,1519
034,4,49,3386
034,5,1000,67886
035,1,11,566
035,2,15,1403
035,3,22,1843
035,4,42,3479
035,5,1000,69384
036,1,11,538
036,2,10,696
036,3,26,1711
036,4,38,2509
036,5,1000,67783
037,1,9,773
037,2,8,450
037,3,33,2265
037,4,49,3354
037,5,1000,69026
038,1,8,470
038,2,14,908
038,3,28,2223
038,4,43,3369
038,5,1000,68289
039,1,6,315
039,2,13,790
039,3,36,2670
039,4,50,3434
039,5,1000,69357
040,1,14,712
040,2,7,424
040,3,17,1354
040,4,48,3049
040,5,1000,67633
041,1,7,378
041,2,15,1504
041,3,20,1478
041,4,47,3354
041,5,1000,67742
042,1,7,299
042,2,9,561
042,3,15,1213
042,4,35,2883
042,5,1000,69291
043,1,7,595
043,2,8,479
043,3,28,2043
043,4,54,3627
043,5,1000,69177
044,1,8,494
044,2,16,1096
044,3,18,1157
044,4,39,2784
044,5,1000,67730
045,1,9,313
045,2,16,680
045,3,19,1037
045,4,86,5751
045,5,1000,69244
046,1,8,557
046,2,9,569
046,3,20,1635
046,4,29,2289
046,5,1000,68278
047,1,9,858
047,2,13,969
047,3,25,1970
047,4,43,3347
047,5,1000,69509
048,1,9,1044
048,2,14,1424
048,3,18,1166
048,4,43,3116
048,5,1000,67342
049,1,6,162
049,2,11,804
049,3,13,1249
049,4,33,2095
049,5,1000,68230
050,1,8,445
050,2,11,848
050,3,21,1464
050,4,85,5797
050,5,1000,68375
