rep,node,steps,update_discovered
001,1,1000,17847
002,1,1000,17753
003,1,1000,17648
004,1,1000,17691
005,1,1000,17306
006,1,1000,17789
007,1,1000,17895
008,1,1000,17756
009,1,1000,17995
010,1,1000,17715
011,1,1000,17903
012,1,1000,17869
013,1,1000,17815
014,1,1000,17686
015,1,1000,17787
016,1,1000,18177
017,1,1000,17836
018,1,1000,17931
019,1,1000,17980
020,1,1000,18306
021,1,1000,17691
022,1,1000,17761
023,1,1000,17708
024,1,1000,17977
025,1,1000,17941
026,1,1000,17723
027,1,1000,17774
028,1,1000,17396
029,1,1000,17737
030,1,1000,18065
031,1,1000,17915
032,1,1000,17726
033,1,1000,17976
034,1,1000,18116
035,1,1000,17914
036,1,1000,18091
037,1,1000,18094
038,1,1000,17692
039,1,1000,18281
040,1,1000,17668
041,1,1000,17961
042,1,1000,17655
043,1,1000,18077
044,1,1000,17812
045,1,1000,18230
046,1,1000,18201
047,1,1000,17961
048,1,1000,18306
049,1,1000,17944
050,1,1000,17578
