rep,node,steps,update_discovered
001,1,1000,20990
002,1,1000,21027
003,1,1000,21291
004,1,1000,20944
005,1,1000,21210
006,1,1000,21060
007,1,1000,20338
008,1,1000,20739
009,1,1000,20532
010,1,1000,20583
011,1,1000,20836
012,1,1000,20851
013,1,1000,20208
014,1,1000,20294
015,1,1000,20772
016,1,1000,20800
017,1,1000,20428
018,1,1000,20583
019,1,1000,20639
020,1,1000,20577
021,1,1000,20675
022,1,1000,20232
023,1,1000,20192
024,1,1000,20749
025,1,1000,20582
026,1,1000,20840
027,1,1000,20881
028,1,1000,21616
029,1,1000,21118
030,1,1000,20143
031,1,1000,20228
032,1,1000,20349
033,1,1000,20822
034,1,1000,21381
035,1,1000,20425
036,1,1000,21171
037,1,1000,21014
038,1,1000,20269
039,1,1000,20921
040,1,1000,20939
041,1,1000,20486
042,1,1000,20789
043,1,1000,20731
044,1,1000,20769
045,1,1000,20521
046,1,1000,21128
047,1,1000,20689
048,1,1000,20360
049,1,1000,20539
050,1,1000,20305
