rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,63843,5900,8.95327,1178.65,691,584.394,1,1012,87029.9,473.576,170.47,1878.77,39016,1,682,3600,-1
006,62380,6024,8.89329,1156.18,567,857.532,1,1199,189297,518.699,266.298,2521.44,57858.7,1,650,3600,-1
008,41480,4848,8.79432,777.524,109,800.167,1,1358,240804,498.435,248.969,1866.91,23999,1,615,3600,-1
008,50240,5185,8.9445,939.907,395,744.028,1,1128,152127,454.654,207.1,1920.33,21537.2,1,679,3600,109
010,59219,5885,8.79741,1115.91,679,652.654,1,916,79714.9,517.402,186.899,1687.02,36894.2,1,624,3600,-1
012,78182,10139,8.85967,1352.65,122,1134.69,1,2510,352464,1164.77,626.482,2936,190475,1,651,3600,-1
016,43174,5436,8.88757,816.959,275,780.328,1,1123,142615,508.115,262.469,1873.55,27003.9,1,643,3600,-1
020,32839,5089,8.78776,599.522,106,663.841,1,1042,124614,509.909,246.816,1577.49,31430.9,1,635,3600,-1
020,63249,6603,8.93625,1138.81,394,962.339,1,1533,282530,593.082,249.899,3505.84,116957,1,656,3600,106
021,53966,7157,8.8628,1011.37,201,1094.68,1,1669,312718,675.193,340.999,4103.61,89044.7,1,647,3600,-1
023,36421,5181,8.89848,689.006,140,742.181,1,1136,169161,499.63,246.437,5448.39,66070,1,639,3600,-1
023,62140,5586,8.81556,1161.83,622,673.286,1,1121,159118,516.901,185.237,2153.04,29362.1,1,615,3600,140
024,79871,9555,8.83212,1379.73,690,996.46,1,1438,203044,1122.12,519.76,3776.86,206667,1,640,3600,-1
025,55285,5299,8.81908,1019.51,693,492.594,1,700,42218.9,480.388,208.321,5420.25,72358.9,1,629,3600,-1
025,66702,6099,8.88082,1226.31,723,682.251,1,1053,103267,525.771,212.158,1499.01,28472.8,1,648,3600,693
025,94764,11544,8.86719,1550.33,807,1168.26,1,1570,171670,1441.57,804.982,15078.4,527098,1,652,3600,723
026,38229,4643,8.9616,720.133,288,571.034,1,901,97423.4,417.363,171.783,1757.92,27483,1,689,3600,-1
026,65158,5384,8.9521,1252.7,634,714.275,1,1268,184614,457.515,206.294,1471.68,20665.2,1,662,3600,288
027,66685,6238,8.77656,1268.89,373,1054.87,1,1842,536972,582.199,274.351,3339.93,45432.6,1,623,3600,-1
028,70597,6285,8.83784,1272.52,446,974.951,1,1711,405284,625.251,293.807,5186.7,72264.5,1,658,3600,-1
031,62148,6604,8.89972,1127.32,483,765.632,1,1302,143140,581.878,254.902,4463.67,130187,1,668,3600,-1
031,63449,5437,8.83681,1153.16,608,756.863,1,1140,153559,486.137,243.197,1768.35,28622.1,1,642,3600,483
032,40166,5056,8.88502,745.393,200,710.004,1,1112,152503,468.148,223.151,2435.89,32333.1,1,671,3600,-1
033,55902,6154,8.91024,1005.09,344,934.781,1,1377,211232,540.714,275.171,2375.11,44169.7,1,663,3600,-1
040,61100,6293,8.84006,1129.29,254,1089.33,1,1789,499262,588.962,271.869,1819.56,43487.6,1,633,3600,-1
043,46050,5793,8.92196,845.051,391,653.481,1,963,96527,507.241,181.362,3398.9,58414.3,1,682,3600,-1
046,47318,5155,8.95615,866.242,434,513.098,1,897,72529.2,459.106,183.713,1516.64,30302.4,1,682,3600,-1
046,55935,6179,8.87224,1026.55,638,614.478,1,824,56716.4,548.334,233.469,3955.54,127977,1,648,3600,434
048,69869,6969,8.89396,1310.46,592,1046.02,1,1496,230561,616.951,322.074,1621.94,34019,1,650,3600,-1
049,48347,5707,8.86393,895.154,309,795.628,1,1200,150276,523.434,263.957,1311.83,22841,1,649,3600,-1
049,63521,6643,8.85268,1177.69,418,983.635,1,1571,295214,594.132,270.133,3798.5,71770.1,1,639,3600,309
050,97297,12208,8.81904,1609.96,697,1464.02,1,1916,290603,1530.6,896.547,4557.57,229684,1,635,3600,-1
