rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,31351,4484,8.33975,374.443,70,487.106,1,640,30539.6,880.025,396.078,4033.05,221238,1,503,3600,-1
002,12721,2390,8.24095,185.469,26,211.691,1,355,12793.1,504.026,160.051,1919.51,55978.6,1,493,3600,-1
003,10750,2281,8.29016,165.036,67,151.278,1,228,3170.78,444.014,112.901,1516.2,39542.8,1,510,3600,-1
004,7664,1840,8.34372,138.565,20,163.04,1,266,6943.5,301.583,57.3688,2465.87,29744.3,1,505,3600,-1
005,12015,2569,8.4045,182.533,18,232.85,1,359,11889.7,461.517,134.026,2160.83,54242.6,1,527,3600,-1
006,33908,4116,8.32594,389.797,82,494.53,1,670,33006.9,804.575,448.184,2819.36,123541,1,508,3600,-1
007,10218,2199,8.27372,164.871,42,179.432,1,275,6496.35,409.766,127.033,1812.02,36744.2,1,502,3600,-1
008,8810,1981,8.378,152.484,42,151.649,1,248,6308.26,352.945,67.7146,1240.04,24775.2,1,510,3600,-1
009,10562,1983,8.37115,159.712,50,153.688,1,248,5756.09,393.925,104.753,2252.33,39374.8,1,514,3600,-1
010,14175,2681,8.24345,197.213,63,208.877,1,298,5819.47,533.206,200.394,2185.34,64041.9,1,490,3600,-1
011,8162,1881,8.25336,138.958,49,128.315,1,208,3504.94,349.915,81.4652,1568.25,31010.5,1,488,3600,-1
012,10303,2006,8.31015,150.409,43,147.633,1,239,5685.38,369.864,89.4611,1406.09,32244.5,1,500,3600,-1
013,7615,2027,8.29679,143.726,16,168.183,1,275,8841.34,361.724,76.2179,928.587,23990,1,500,3600,-1
014,26442,4062,8.35364,325.676,71,409.42,1,546,18493,807.882,370.15,2713.5,107325,1,495,3600,-1
014,58934,7034,8.25976,654.684,101,937.072,1,1165,98504.5,1498.74,853.913,3661.9,180922,1,478,3600,71
015,20708,3352,8.40808,272.093,103,280.762,1,373,9244.43,623.068,257.357,1824.94,64612.5,1,521,3600,-1
016,8410,1811,8.27663,145.386,55,131.207,1,207,3825.05,343.239,68.3073,1895.96,30751.2,1,490,3600,-1
017,10868,2378,8.39767,156.639,20,196.247,1,302,9087.68,465.091,125.345,2588.08,72835.1,1,502,3600,-1
018,8956,1916,8.27802,151.547,39,153.4,1,254,6343.36,365.974,91.4781,2125.15,44195.2,1,491,3600,-1
019,10809,1930,8.21425,172.73,95,115.902,1,183,2279.8,387.356,84.6853,1737.78,40710.9,1,496,3600,-1
020,8720,1989,8.2489,148.378,25,164.85,1,277,7756.39,379.885,95.9897,887.229,26570.3,1,481,3600,-1
021,8479,1874,8.30154,137.984,32,147.277,1,238,4758.69,349.912,81.8358,1600.83,35529.9,1,503,3600,-1
022,9038,2009,8.39065,164.586,49,146.814,1,264,7800.07,365.317,55.9186,1521.22,37813.2,1,530,3600,-1
023,9165,2103,8.28604,155.654,52,149.919,1,232,4489.11,367.294,78.6687,1465.05,37954.5,1,492,3600,-1
024,8816,1898,8.24936,145.936,52,138.061,1,208,3678.86,361.026,98.4585,1030.1,20394,1,478,3600,-1
025,19800,3600,8.42221,277.285,65,332.816,1,467,14203.2,632.549,286.384,5298.01,92366.4,1,537,3600,-1
026,27472,3970,8.28918,346.386,83,432.549,1,586,23213.5,798.631,363.442,1966.71,63819.4,1,486,3600,-1
