rep,node,steps,update_discovered
001,1,4,134
001,2,8,171
001,3,6,211
001,4,15,469
001,5,1000,27261
002,1,4,84
002,2,7,162
002,3,8,226
002,4,1000,29690
002,5,33,1212
003,1,5,85
003,2,5,145
003,3,6,207
003,4,15,345
003,5,1000,26873
004,1,4,91
004,2,6,153
004,3,6,164
004,4,18,482
004,5,1000,27318
005,1,7,179
005,2,5,84
005,3,7,277
005,4,10,329
005,5,1000,27106
006,1,4,89
006,2,4,35
006,3,5,156
006,4,9,252
006,5,1000,27147
007,1,6,202
007,2,5,106
007,3,6,119
007,4,7,218
007,5,1000,27146
008,1,5,120
008,2,4,83
008,3,9,311
008,4,8,276
008,5,1000,27434
009,1,5,148
009,2,5,64
009,3,6,170
009,4,5,101
009,5,1000,27006
010,1,4,124
010,2,6,160
010,3,8,208
010,4,8,312
010,5,1000,27360
011,1,4,62
011,2,6,135
011,3,7,234
011,4,8,255
011,5,1000,27039
012,1,5,110
012,2,5,155
012,3,9,212
012,4,10,319
012,5,1000,27348
013,1,4,118
013,2,6,275
013,3,11,330
013,4,11,331
013,5,1000,26709
014,1,5,130
014,2,5,117
014,3,8,190
014,4,9,287
014,5,1000,27345
015,1,4,74
015,2,5,143
015,3,9,239
015,4,14,375
015,5,1000,26988
016,1,4,89
016,2,4,57
016,3,7,154
016,4,7,208
016,5,1000,26306
017,1,5,141
017,2,6,94
017,3,9,268
017,4,8,213
017,5,1000,26912
018,1,5,176
018,2,5,147
018,3,9,296
018,4,11,349
018,5,1000,26926
019,1,4,74
019,2,5,103
019,3,8,268
019,4,15,338
019,5,1000,26804
020,1,4,103
020,2,5,71
020,3,6,166
020,4,22,702
020,5,1000,27112
021,1,4,72
021,2,5,86
021,3,10,289
021,4,22,601
021,5,1000,27362
022,1,6,186
022,2,6,220
022,3,13,365
022,4,17,525
022,5,1000,26907
023,1,5,108
023,2,5,199
023,3,12,229
023,4,7,117
023,5,1000,26948
024,1,4,65
024,2,7,221
024,3,10,262
024,4,36,916
024,5,1000,27324
025,1,6,158
025,2,4,43
025,3,9,269
025,4,9,261
025,5,1000,27202
026,1,5,108
026,2,6,108
026,3,7,220
026,4,6,87
026,5,1000,27540
027,1,4,29
027,2,11,236
027,3,12,298
027,4,12,411
027,5,1000,26834
028,1,6,145
028,2,7,130
028,3,8,225
028,4,7,216
028,5,1000,26821
029,1,4,44
029,2,6,119
029,3,6,159
029,4,10,241
029,5,1000,26661
030,1,5,109
030,2,4,72
030,3,9,271
030,4,8,265
030,5,1000,26748
