rep,node,steps,update_discovered
001,1,709,99951
002,1,707,99965
003,1,799,99407
004,1,716,99920
005,1,735,99878
006,1,759,99841
007,1,699,99697
008,1,759,99481
009,1,725,99834
010,1,681,99955
011,1,764,99918
012,1,783,99568
013,1,746,99982
014,1,675,99824
015,1,736,99870
016,1,738,99935
017,1,710,99830
018,1,689,99984
019,1,749,98898
020,1,795,99994
021,1,768,99931
022,1,772,99769
023,1,703,99972
024,1,759,99991
025,1,760,99914
026,1,689,99874
027,1,741,99949
028,1,730,99826
029,1,810,99711
030,1,735,99836
031,1,726,98905
032,1,698,99994
033,1,757,99979
034,1,777,99966
035,1,761,99987
036,1,730,99883
037,1,712,99770
038,1,729,99995
039,1,728,99946
040,1,744,99803
041,1,704,99723
042,1,699,99763
043,1,763,99073
044,1,720,99932
045,1,759,99753
046,1,663,99863
047,1,761,99446
048,1,781,99853
049,1,702,99934
050,1,716,99992
