rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,22136,2684,8.12933,520.791,44,614.8,1,979,157238,310.949,133.834,1117.03,13491.1,1,457,3600,-1
002,36364,2632,8.13987,872.105,652,292.85,1,465,24153.6,231.839,104.399,1116.13,12692.8,1,472,3600,-1
002,45823,3139,8.19906,1097.72,751,445.567,1,712,67454.8,264.63,108.863,763.751,10684.7,1,477,3600,652
002,73026,4507,7.8521,1384.88,854,703.952,1,1130,142184,869.693,527.673,7050.66,156414,1,432,3600,751
003,10826,2026,8.17138,259.563,28,311.058,1,486,29449,243.52,101.321,536.957,7111.15,1,477,3600,-1
003,39351,3093,8.15504,933.438,683,364.869,1,529,28590.9,278.318,121.515,1572.25,16097.9,1,474,3600,28
004,43331,2694,8.12313,1023.38,859,230.456,1,343,10200.1,231.761,69.0459,1041.32,9894.79,1,463,3600,-1
004,46576,3005,7.92134,1101.4,899,283.437,1,420,19661.2,271.896,105.151,2075.99,24309.8,1,436,3600,859
005,32588,2724,8.12504,782.148,604,267.785,1,385,13703.3,253.533,74.596,871.313,9594.82,1,475,3600,-1
006,17362,2015,8.03434,425.461,240,244.336,1,389,16315,230.189,97.5678,826.077,7359.75,1,446,3600,-1
006,19408,2149,8.09953,477.538,265,245.889,1,435,21523.6,237.463,56.693,2022.95,16801.6,1,457,3600,240
006,20969,2135,8.07216,517.785,355,193.043,1,347,12800.8,228.103,71.3819,1283.09,11369.8,1,460,3600,265
006,27281,2767,8.14645,670.654,457,333.986,1,454,21976.5,253.654,113.042,660.42,7119.69,1,483,3600,355
006,48148,3022,7.90085,1137.3,898,315.576,1,514,25721.8,413.538,173.939,1892.37,30745,1,436,3600,457
007,20295,2312,8.23398,485.041,252,290.676,1,491,27589.9,242.747,85.9763,699.375,8370.86,1,474,3600,-1
007,24376,2225,8.04843,593.213,354,285.925,1,494,33093,235.204,85.8179,667.805,7102.78,1,448,3600,252
007,26401,2237,8.32862,645.339,501,191.754,1,305,7453.43,202.298,57.8089,1009.14,8813.05,1,498,3600,354
007,32715,2590,8.05346,798.316,548,333.398,1,516,31836.8,254.446,93.8724,1797.4,17029.6,1,455,3600,501
007,92781,5624,8.04991,1515.7,990,789.764,1,1117,126546,1109.19,564.18,23492.2,2229830,1,471,3600,548
008,34125,2525,8.12574,837.879,602,306.963,1,488,27396.8,239.743,100.601,1152.36,10284.2,1,460,3600,-1
008,44524,3084,8.04475,1096.01,727,465.725,1,764,80528.8,279.424,124.611,720.516,11545.2,1,449,3600,602
009,31896,2794,8.1315,752.398,416,402.23,1,699,69768,280.918,117.958,1430.56,22296,1,473,3600,-1
010,31906,2891,8.08618,787.433,263,526.879,1,1067,159662,283.402,145.231,878.06,10745.2,1,464,3600,-1
010,37427,2709,8.16454,931.065,728,284.466,1,428,19188.5,238.699,101.767,1500.86,11871.7,1,455,3600,263
012,16702,2092,8.19197,396.946,238,229.126,1,342,10903.6,218.058,63.3887,1012.19,10615.4,1,487,3600,-1
012,25852,2238,8.10129,633.054,458,249.561,1,382,15862.7,221.475,88.5801,2164.18,14489.1,1,446,3600,238
012,34996,2850,8.20149,855.141,490,287.989,1,738,27850.3,261.048,79.269,1355.23,34888.8,1,486,3600,458
012,35110,2508,8.20231,858.128,665,269.512,1,409,18570.9,224.489,92.513,607.158,5095.88,1,459,3600,490
012,57118,3911,7.9913,1228.48,699,649.702,1,1091,169370,699.021,338.721,1719.84,68365.6,1,446,3600,665
013,30919,2676,8.17812,739.533,439,393.194,1,624,48532.3,248.377,115.748,753.363,6590.07,1,480,3600,-1
014,23309,2451,8.25642,559.563,335,324.82,1,457,23691.8,241.483,93.6298,740.846,5531.97,1,486,3600,-1
014,37717,3291,8.18129,901.248,356,696.692,1,1098,172109,304.152,176.095,1358.13,6690.47,1,487,3600,335
014,98850,5997,8.0647,1599.89,503,1298.27,1,2276,790560,1146,656.271,8345.73,456602,1,468,3600,356
015,22430,2186,8.10528,539.625,311,294.665,1,485,30581.9,216.107,90.2825,1052.61,8023.81,1,477,3600,-1
015,43804,2824,8.36497,1044.14,759,362.988,1,591,50536.4,207.927,77.161,766.579,6897.93,1,526,3600,311
015,51446,3394,7.90736,1150.01,846,392.93,1,659,49218.7,541.061,243.982,1787.48,47645.9,1,446,3600,759
016,28245,2443,8.16197,676.026,405,321.833,1,557,39053.2,243.653,77.9451,1051.72,10287.9,1,468,3600,-1
016,33226,2481,8.09556,795.96,530,304.212,1,550,34553.1,228.455,95.2688,563.156,4254.57,1,466,3600,405
016,36493,2707,8.12337,874.251,655,304.801,1,466,23548.6,231.071,82.9141,767.629,6921.57,1,479,3600,530
017,21045,2559,8.21159,488.632,235,336.362,1,529,29633.3,260.174,110.239,1092.5,12454.3,1,476,3600,-1
017,24598,2377,8.09219,567.374,340,301.406,1,483,29070,249.171,101.99,830.256,8228.78,1,452,3600,235
017,32576,2916,8.12312,756.914,462,368.485,1,596,40372.8,294.532,122.825,1268.92,11538,1,455,3600,340
018,36459,2872,8.10538,882.199,562,374.479,1,656,54303.3,267.345,99.7337,3352.03,31803.8,1,457,3600,-1
019,32609,2604,8.20718,784.301,444,405.243,1,708,79421.6,235.61,107.056,1108.2,7466.61,1,484,3600,-1
019,46214,3289,8.28679,1100.72,763,361.808,1,690,46769.1,274.85,124.668,1079.92,12044.6,1,499,3600,444
020,23153,2250,8.18448,550.952,327,287.545,1,470,29957.3,223.876,65.6872,999.651,8680.61,1,480,3600,-1
020,33978,2936,8.138,803.619,455,453.978,1,724,71131,282.235,114.158,955.491,17003.2,1,462,3600,327
021,26145,2639,8.17171,627.865,337,353.057,1,606,52977.3,263.02,87.1482,691.832,13911.3,1,467,3600,-1
021,35084,2622,8.07136,844.338,631,192.649,1,440,8561.86,243.368,87.855,955.5,18859.6,1,462,3600,337
021,35291,2428,8.18579,849.182,735,183.213,1,255,5243.13,206.301,80.3459,988.998,8904.83,1,476,3600,631
021,43029,2894,8.14649,1033.62,743,341.798,1,591,40062.2,247.226,78.1849,870.952,8801.29,1,478,3600,735
021,44894,3006,8.13194,1080.84,813,348.423,1,562,40097.9,248.874,105.651,1193.08,8316.67,1,472,3600,743
022,9909,2008,8.10544,230.24,44,264.155,1,388,14761.5,234.865,98.1966,1459.08,11048.2,1,460,3600,-1
022,18652,2238,8.15214,427.347,69,336.647,1,743,72161.8,245.181,86.2512,1301.67,11073.2,1,473,3600,44
022,21514,2326,8.2593,495.999,254,312.906,1,516,32421.7,231.631,96.6625,716.69,9765.28,1,493,3600,69
022,38943,2955,8.22288,939.396,563,453.897,1,782,91008.8,259.5,126.715,1787.72,17548.5,1,493,3600,254
022,87585,5534,8.12603,1489.12,899,858.759,1,1256,180528,1013.88,442.298,2769.77,156302,1,473,3600,563
023,25404,2528,8.08012,617.63,216,494.94,1,830,107994,265.5,119.251,826.574,8099.32,1,465,3600,-1
023,29204,2260,8.21123,705.881,505,262.773,1,424,20990.3,206.698,78.2749,992.457,8515.34,1,476,3600,216
023,47728,3147,7.9229,1137.28,910,331.685,1,483,22307.3,400.208,186.783,1094.68,24063.5,1,440,3600,505
024,33728,3147,8.18775,802.093,250,605.157,1,1134,207573,302.496,127.369,1668.62,31785.2,1,483,3600,-1
024,42975,2937,8.22533,1033.96,813,304.36,1,457,20785.8,243.412,105.46,866.24,9308.52,1,490,3600,250
024,44438,2627,8.12245,1075.26,864,288.63,1,446,23865.8,215.108,76.5122,812.999,5784.39,1,459,3600,813
025,17197,2717,8.10375,398.585,54,461.447,1,706,71736.4,294.435,125.302,981.918,13673.6,1,482,3600,-1
025,28406,3020,8.19483,674.709,275,488.668,1,828,90457.1,299.428,131.498,1121.74,18496.1,1,474,3600,54
026,47512,2917,8.20036,1128.54,802,384.119,1,672,73495.1,273.964,108.745,1101,14193.8,1,478,3600,-1
027,25129,2651,8.18492,581.881,72,548.796,1,1034,193594,298.257,124.123,853.793,10628.6,1,463,3600,-1
027,31312,2711,8.17125,730.509,465,351.369,1,551,35333.4,256.913,90.2309,769.639,8629.98,1,483,3600,72
027,70089,4269,7.97902,1317.23,978,501.256,1,738,46077.6,879.934,406.587,3516.01,92616.9,1,426,3600,465
