rep,node,steps,update_discovered
001,2,1,2
001,3,2,32
001,4,2,16
001,5,4,110
002,2,1,6
002,3,2,26
002,4,3,82
002,5,1,6
003,2,1,2
003,3,2,53
003,4,3,134
003,5,2,41
004,2,1,2
004,3,2,16
004,4,3,174
004,5,2,70
005,2,1,9
005,3,2,13
005,4,2,32
005,5,3,136
006,2,1,2
006,3,2,45
006,4,3,94
006,5,1,3
007,2,1,3
007,3,2,20
007,4,3,58
007,5,4,73
008,2,1,2
008,3,2,19
008,4,3,46
008,5,3,66
009,2,1,2
009,3,2,34
009,4,2,21
009,5,4,51
010,2,1,4
010,3,2,23
010,4,3,70
010,5,4,61
011,2,1,5
011,3,2,82
011,4,2,32
011,5,4,173
012,2,1,3
012,3,2,27
012,4,3,59
012,5,3,130
013,2,1,5
013,3,2,34
013,4,3,60
013,5,2,3
014,2,1,9
014,3,2,15
014,4,3,105
014,5,4,126
015,2,1,2
015,3,2,13
015,4,2,54
015,5,2,43
016,2,1,4
016,3,2,22
016,4,3,33
016,5,4,126
017,2,1,2
017,3,2,37
017,4,3,40
017,5,2,31
018,2,1,3
018,3,2,37
018,4,3,27
018,5,3,84
019,2,1,7
019,3,2,26
019,4,3,41
019,5,2,21
020,2,1,4
020,3,2,15
020,4,1,2
020,5,2,17
021,2,1,2
021,3,2,19
021,4,3,113
021,5,2,6
022,2,1,4
022,3,2,9
022,4,3,48
022,5,2,39
023,2,1,2
023,3,2,21
023,4,3,65
023,5,4,129
024,2,1,8
024,3,2,15
024,4,3,77
024,5,2,63
025,2,1,3
025,3,2,41
025,4,3,41
025,5,3,83
026,2,1,5
026,3,2,54
026,4,3,109
026,5,3,48
027,2,1,5
027,3,2,35
027,4,3,172
027,5,4,79
028,2,1,8
028,3,2,27
028,4,2,42
028,5,3,116
029,2,1,2
029,3,2,30
029,4,1,2
029,5,2,37
030,2,1,2
030,3,2,21
030,4,3,24
030,5,2,60
031,2,1,3
031,3,2,18
031,4,2,28
031,5,4,104
032,2,1,4
032,3,2,17
032,4,3,48
032,5,3,90
033,2,1,3
033,3,2,14
033,4,3,37
033,5,2,28
034,2,1,7
034,3,2,23
034,4,2,27
034,5,2,30
035,2,1,5
035,3,2,49
035,4,2,79
035,5,2,13
036,2,1,4
036,3,2,33
036,4,2,21
036,5,3,111
037,2,1,4
037,3,2,24
037,4,3,97
037,5,2,55
038,2,1,2
038,3,2,27
038,4,3,77
038,5,2,76
039,2,1,5
039,3,1,5
039,4,3,78
039,5,3,196
040,2,1,2
040,3,2,59
040,4,2,28
040,5,2,8
041,2,1,2
041,3,2,17
041,4,1,4
041,5,3,63
042,2,1,3
042,3,1,6
042,4,3,28
042,5,4,31
043,2,1,2
043,3,2,52
043,4,3,48
043,5,4,80
044,2,1,2
044,3,2,29
044,4,2,64
044,5,4,78
045,2,1,6
045,3,2,75
045,4,2,43
045,5,3,58
046,2,1,4
046,3,1,3
046,4,3,180
046,5,2,11
047,2,1,3
047,3,2,59
047,4,3,105
047,5,2,12
048,2,1,3
048,3,2,8
048,4,3,76
048,5,2,60
049,2,1,2
049,3,1,4
049,4,3,84
049,5,4,123
050,2,1,2
050,3,2,36
050,4,3,39
050,5,3,75
