rep,node,steps,update_discovered
001,1,3,20
001,2,4,37
001,3,4,35
001,4,9,96
001,5,1000,8647
002,1,3,20
002,2,4,19
002,3,6,75
002,4,6,53
002,5,1000,8711
003,1,2,9
003,2,4,29
003,3,5,57
003,4,9,100
003,5,1000,8572
004,1,3,24
004,2,3,25
004,3,3,20
004,4,7,69
004,5,1000,8506
005,1,3,21
005,2,3,16
005,3,3,25
005,4,6,56
005,5,1000,8533
006,1,3,18
006,2,2,11
006,3,4,39
006,4,9,86
006,5,1000,8677
007,1,4,22
007,2,4,19
007,3,6,63
007,4,8,75
007,5,1000,8563
008,1,2,9
008,2,3,35
008,3,8,76
008,4,6,66
008,5,1000,8629
009,1,2,5
009,2,3,35
009,3,4,40
009,4,7,61
009,5,1000,8666
010,1,3,31
010,2,3,14
010,3,6,50
010,4,11,107
010,5,1000,8496
011,1,2,9
011,2,3,9
011,3,8,74
011,4,12,117
011,5,1000,8576
012,1,2,8
012,2,5,28
012,3,5,54
012,4,7,63
012,5,1000,8539
013,1,3,23
013,2,3,30
013,3,4,42
013,4,11,102
013,5,1000,8587
014,1,2,5
014,2,3,19
014,3,4,32
014,4,12,110
014,5,1000,8680
015,1,2,8
015,2,3,15
015,3,8,60
015,4,6,42
015,5,1000,8577
016,1,2,13
016,2,3,22
016,3,6,43
016,4,9,74
016,5,1000,8503
017,1,3,26
017,2,5,29
017,3,5,45
017,4,7,63
017,5,1000,8651
018,1,3,23
018,2,3,10
018,3,5,28
018,4,7,68
018,5,1000,8718
019,1,2,9
019,2,4,26
019,3,3,28
019,4,8,77
019,5,1000,8645
020,1,3,21
020,2,3,30
020,3,5,56
020,4,7,67
020,5,1000,8471
021,1,2,9
021,2,4,25
021,3,4,46
021,4,13,123
021,5,1000,8563
022,1,3,14
022,2,4,45
022,3,3,15
022,4,7,59
022,5,1000,8629
023,1,3,15
023,2,3,15
023,3,7,59
023,4,12,107
023,5,1000,8590
024,1,3,23
024,2,4,37
024,3,6,55
024,4,12,98
024,5,1000,8526
025,1,3,19
025,2,3,20
025,3,4,40
025,4,14,115
025,5,1000,8610
026,1,2,11
026,2,4,30
026,3,4,38
026,4,8,75
026,5,1000,8579
027,1,3,17
027,2,3,14
027,3,8,59
027,4,9,78
027,5,1000,8662
028,1,4,21
028,2,4,32
028,3,6,54
028,4,8,101
028,5,1000,8678
029,1,2,5
029,2,6,53
029,3,8,62
029,4,5,39
029,5,1000,8576
030,1,3,11
030,2,4,26
030,3,6,45
030,4,10,77
030,5,1000,8649
