rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
002,70336,7299,7.06068,549.696,67,826.252,1,1027,60195.7,3218.23,1380.21,7042.44,2526730,1,347,3600,-1
003,10571,1821,7.13768,135.708,24,167.425,1,258,4689.95,697.41,181.838,1927.44,103011,1,339,3600,-1
004,50246,4975,6.9712,414.933,41,603.314,1,833,45565.2,2329.52,692.609,5813.77,1184480,1,318,3600,-1
005,7539,1106,7.16429,116.339,33,110.248,1,192,3479.28,464.325,96.829,1465.27,63259.7,1,338,3600,-1
006,7389,929,6.77576,136.466,74,82.328,1,149,1953.57,427.034,70.786,948.986,38555.5,1,293,3600,-1
007,19920,2126,7.2192,202.728,42,230.848,1,373,10882.5,921.318,275.077,2430.89,188804,1,344,3600,-1
008,31600,2897,7.13182,286.527,50,361.44,1,509,19854.7,1352.56,572.217,2937.63,356092,1,322,3600,-1
009,85167,7668,6.51144,641.14,80,969.686,1,1192,85661.4,4385.69,2533.22,18761.3,3864150,1,264,3600,-1
010,79587,6241,7.19742,589.726,70,843.981,1,1156,106548,2835.19,988.362,5508.3,1636120,1,338,3600,-1
011,98459,8476,7.01624,716.289,29,1125.73,1,1434,130928,4175.95,1803.96,10842.7,2146190,1,305,3600,-1
012,5764,1105,6.93289,111.269,30,112.006,1,178,3407.18,370.561,50.4903,1209.68,49168.7,1,322,3600,-1
013,16442,2241,6.98883,192.398,46,210.988,1,347,8763.05,974.373,227.278,2303.47,204526,1,330,3600,-1
014,10581,1676,7.0717,156.003,54,143.057,1,232,3442.51,592.747,217.07,1264.29,60595.6,1,338,3600,-1
016,16252,1999,7.26186,173.343,70,163.976,1,245,3410.63,892.819,369.778,2502.63,124666,1,358,3600,-1
018,6240,935,7.06284,113.09,19,115.016,1,211,6139.58,322.711,52.2946,817.41,27715,1,343,3600,-1
019,9026,1289,7.25085,132.978,58,109.628,1,169,2394.98,467.176,110.621,1442.55,48949.4,1,343,3600,-1
020,5893,1059,7.13535,117.281,13,132.506,1,235,6926.64,351.211,66.3021,1638.17,56024.2,1,349,3600,-1
021,24828,3234,7.19133,236.047,36,310.138,1,450,11398.8,1459.08,543.084,3212.51,308058,1,339,3600,-1
022,13058,1464,7.08073,152.976,72,128.284,1,195,2314.82,689.394,164.022,1987.84,128960,1,326,3600,-1
023,5198,1053,7.09191,118.873,39,105.713,1,176,3408.01,224.082,38.7576,586.954,11834.4,1,336,3600,-1
024,7222,1031,7.16289,122.808,54,95.9644,1,162,2475.08,375.312,74.8243,1585.11,45953.8,1,339,3600,-1
025,9522,1257,6.88133,144.225,54,122.908,1,216,4386.27,590.25,106.783,1228.71,67613.6,1,309,3600,-1
026,14565,1919,6.96754,176.446,40,197.305,1,315,7701.68,810.544,174.422,2603.04,187483,1,318,3600,-1
027,26629,3525,7.05592,263.329,57,330.856,1,477,11684.9,1492.54,598.894,4737.05,678313,1,342,3600,-1
028,6954,800,6.7093,130.702,73,72.7292,1,127,2039.62,376.02,49.657,1045.21,54757.4,1,324,3600,-1
029,95109,8087,6.9611,705.14,100,961.209,1,1307,114835,3752.25,1461.48,7093.28,2159990,1,326,3600,-1
030,17094,2141,6.97858,184.455,94,158.719,1,220,1705.69,1066.53,373.07,3432.94,224454,1,312,3600,-1
031,13478,1507,6.75979,167.915,67,148.633,1,240,3565.88,722.113,245.822,1811.72,103823,1,311,3600,-1
032,26343,2677,7.04166,249.599,79,271.822,1,386,10409.9,1233.2,378.024,2556.67,282181,1,335,3600,-1
033,6847,1027,6.90741,112.79,67,71.8327,1,110,724.242,420.05,114.272,1809.84,57850,1,316,3600,-1
034,15396,1934,6.8097,192.606,103,148.48,1,217,1927.63,932.875,310.534,3958.51,203357,1,297,3600,-1
035,36314,4732,7.05778,311.87,53,442.485,1,569,16646.8,2159.76,846.757,5374.37,940208,1,330,3600,-1
036,35947,4420,7.11727,323.02,71,422.704,1,568,16024.4,2002.5,711.114,3865.08,622486,1,325,3600,-1
037,6245,914,6.99251,123.071,35,105.965,1,193,4934.42,336.139,38.9163,1252.74,52432.5,1,318,3600,-1
038,17569,2106,6.85099,198.338,80,192.877,1,265,4017.32,1073.2,341.973,2643.06,225237,1,293,3600,-1
039,13581,1370,7.08737,149.385,83,105.773,1,157,1310.25,625.322,152.576,1472.53,84280.4,1,330,3600,-1
040,10898,1476,6.96816,152.852,69,123.629,1,203,2662.72,651.679,100.865,2471.98,140667,1,347,3600,-1
041,14082,1527,7.01427,178.678,51,175.97,1,296,8407.76,720.572,214.66,2045.37,161563,1,310,3600,-1
042,21869,2560,6.97744,219.624,23,276.958,1,418,14710.8,1133.26,360.207,3759.37,360791,1,321,3600,-1
043,49677,4415,7.02851,409.408,96,487.491,1,708,35778.8,2077.14,519.532,8284.91,1897770,1,314,3600,-1
044,6419,948,6.72987,126.674,37,111.341,1,193,5133.42,438.036,69.9093,1290.3,54740.9,1,276,3600,-1
045,9732,1535,6.9027,144.419,42,147.605,1,233,4452.78,621.718,183.376,3723.74,133633,1,310,3600,-1
047,12533,1743,6.97318,159.729,50,163.081,1,253,4849.68,828.297,242.919,2035.49,156739,1,287,3600,-1
048,6554,972,6.98592,128.099,35,113.311,1,210,4967.81,358.962,115.407,1195.42,24779.3,1,324,3600,-1
049,7952,1045,7.05454,133.916,20,116.794,1,246,8008.55,445.378,47.8365,1643.56,70760.7,1,314,3600,-1
050,78833,9314,6.92652,588.006,24,977.179,1,1191,74692.1,4347.25,2087.05,11008.4,3957820,1,319,3600,-1
