rep,node,steps,update_discovered
001,1,1000,67535
002,1,1000,68399
003,1,1000,68434
004,1,1000,67922
005,1,1000,68350
006,1,1000,68574
007,1,1000,67443
008,1,1000,68311
009,1,1000,69047
010,1,1000,67041
011,1,1000,66455
012,1,1000,67240
013,1,1000,67588
014,1,1000,67493
015,1,1000,68590
016,1,1000,69494
017,1,1000,67574
018,1,1000,69104
019,1,1000,68315
020,1,1000,69022
021,1,1000,69782
022,1,1000,68371
023,1,1000,68294
024,1,1000,67775
025,1,1000,69454
026,1,1000,67839
027,1,1000,69401
028,1,1000,67277
029,1,1000,67766
030,1,1000,68144
031,1,1000,68034
032,1,1000,68389
033,1,1000,67942
034,1,1000,67420
035,1,1000,67494
036,1,1000,68764
037,1,1000,68314
038,1,1000,69176
039,1,1000,69453
040,1,1000,66699
041,1,1000,68538
042,1,1000,67109
043,1,1000,68308
044,1,1000,67548
045,1,1000,68538
046,1,1000,68018
047,1,1000,68416
048,1,1000,69067
049,1,1000,67736
050,1,1000,69003
