rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,67,3,0.0171998,0.00138889,0,1.5,1,2,0.25,50.25,0,67,841.688,1,4,3600,-1
001,2491,4,0.0112537,1.00083,1,1.5,1,2,0.25,46.5,0,62,720.75,1,4,3600,0
001,7645,2,0,2,2,NA,0,0,NA,0,0,0,0,1,1,3600,1
001,9387,7,0.0211856,3.00167,3,1.6,1,2,0.24,36.8,0,46,338.56,1,5,3600,2
001,9794,7,0.0174091,4.00139,4,1.5,1,2,0.25,29.25,0,39,285.188,1,4,3600,3
001,11731,7,0.00797249,5.00056,5,1.33333,1,2,0.222222,22,0,33,242,1,3,3600,4
001,28355,8,0.0139187,6.00111,6,1.33333,1,2,0.222222,52.6667,0,79,1386.89,1,3,3600,5
001,29655,10,0.0146836,7.00111,7,1.5,1,2,0.25,36.75,0,49,450.188,1,4,3600,6
001,31238,12,0.0211856,8.00167,8,1.6,1,2,0.24,36.8,0,46,338.56,1,5,3600,7
001,36080,9,0,9,9,NA,0,0,NA,0,0,0,0,1,1,3600,8
001,38934,14,0.0273407,10.0022,10,1.6,1,2,0.24,59.2,0,74,876.16,1,5,3600,9
001,45120,12,0.00398644,11.0003,11,1,1,1,0,25,0,50,625,1,2,3600,10
001,46135,18,0.0252314,12.0019,12,1.71429,1,2,0.204082,48.8571,0,57,397.837,1,7,3600,11
001,50148,15,0.00797249,13.0006,13,1.33333,1,2,0.222222,29.3333,0,44,430.222,1,3,3600,12
001,51547,15,0.00993327,14.0008,14,1,1,1,0,24,0,48,576,1,2,3600,13
001,57999,19,0.021395,15.0017,15,1.6,1,2,0.24,29.6,0,37,219.04,1,5,3600,14
001,60781,20,0.0211856,16.0017,16,1.6,1,2,0.24,41.6,0,52,432.64,1,5,3600,15
001,61939,18,0.00398644,17.0003,17,1,1,1,0,33.5,0,67,1122.25,1,2,3600,16
001,62217,22,0.021395,18.0017,18,1.6,1,2,0.24,71.2,0,89,1267.36,1,5,3600,17
001,68667,20,0.00741693,19.0006,19,1,1,1,0,24,0,48,576,1,2,3600,18
001,69445,23,0.0112537,20.0008,20,1.5,1,2,0.25,22.5,0,30,168.75,1,4,3600,19
001,73006,24,0.0174091,21.0014,21,1.5,1,2,0.25,43.5,0,58,630.75,1,4,3600,20
001,74744,24,0.00797249,22.0006,22,1.33333,1,2,0.222222,50.6667,0,76,1283.56,1,3,3600,21
001,75663,29,0.931659,23.3214,23,1.90476,1,3,0.46712,36.5714,0,50,317.673,1,7,3600,22
001,82916,29,0.0334949,24.0028,24,1.66667,1,2,0.222222,45,0,54,405,1,6,3600,23
001,86993,30,0.0219506,25.0017,25,1.66667,1,2,0.222222,42.5,0,51,361.25,1,6,3600,24
001,88258,27,0.00741693,26.0006,26,1,1,1,0,25.5,0,51,650.25,1,2,3600,25
001,94175,32,0.0185202,27.0014,27,1.66667,1,2,0.222222,34.1667,0,41,233.472,1,6,3600,26
001,97980,32,0.0269945,28.0022,28,1.6,1,2,0.24,46.4,0,58,538.24,1,5,3600,27
001,98824,34,0.0219506,29.0017,29,1.66667,1,2,0.222222,68.3333,0,82,933.889,1,6,3600,28
002,35,2,0.00797249,0.000555556,0,1.33333,1,2,0.222222,23.3333,0,35,272.222,1,3,3600,-1
002,1416,7,0.0252314,1.00194,1,1.71429,1,2,0.204082,40.2857,0,47,270.49,1,7,3600,0
002,4036,4,0.0139187,2.00111,2,1.33333,1,2,0.222222,50.6667,0,76,1283.56,1,3,3600,1
002,7903,6,0.0112537,3.00083,3,1.5,1,2,0.25,45,0,60,675,1,4,3600,2
002,10672,5,0.00398644,4.00028,4,1,1,1,0,64.5,0,129,4160.25,1,2,3600,3
002,11308,8,0.0146836,5.00111,5,1.5,1,2,0.25,47.25,0,63,744.188,1,4,3600,4
002,17200,11,0.0244665,6.00194,6,1.66667,1,2,0.222222,25,0,30,125,1,6,3600,5
002,18451,8,0.00398644,7.00028,7,1,1,1,0,50,0,100,2500,1,2,3600,6
002,23707,10,0.00797249,8.00056,8,1.33333,1,2,0.222222,59.3333,0,89,1760.22,1,3,3600,7
002,23987,14,0.0185202,9.00139,9,1.66667,1,2,0.222222,50.8333,0,61,516.806,1,6,3600,8
002,31370,12,0.00797249,10.0006,10,1.33333,1,2,0.222222,53.3333,0,80,1422.22,1,3,3600,9
