rep,node,steps,update_discovered
001,2,1,2
001,3,2,26
001,4,2,15
001,5,2,64
002,2,1,6
002,3,2,11
002,4,3,81
002,5,4,49
003,2,1,5
003,3,2,30
003,4,2,50
003,5,2,94
004,2,1,6
004,3,2,41
004,4,3,19
004,5,3,39
005,2,1,4
005,3,2,40
005,4,3,66
005,5,1,2
006,2,1,5
006,3,2,16
006,4,3,38
006,5,3,86
007,2,1,7
007,3,2,41
007,4,2,17
007,5,4,50
008,2,1,2
008,3,2,33
008,4,3,57
008,5,1,3
009,2,1,2
009,3,2,27
009,4,3,52
009,5,4,83
010,2,1,3
010,3,2,51
010,4,3,116
010,5,4,63
011,2,1,2
011,3,2,14
011,4,2,80
011,5,4,99
012,2,1,3
012,3,2,29
012,4,2,9
012,5,3,69
013,2,1,4
013,3,2,33
013,4,2,46
013,5,2,59
014,2,1,2
014,3,2,36
014,4,2,24
014,5,1,6
015,2,1,2
015,3,2,49
015,4,2,58
015,5,2,33
016,2,1,2
016,3,2,34
016,4,2,107
016,5,2,43
017,2,1,8
017,3,2,23
017,4,1,3
017,5,3,132
018,2,1,3
018,3,2,26
018,4,2,21
018,5,2,16
019,2,1,4
019,3,2,40
019,4,1,2
019,5,2,21
020,2,1,4
020,3,2,31
020,4,3,28
020,5,4,183
021,2,1,10
021,3,2,12
021,4,3,111
021,5,4,50
022,2,1,4
022,3,2,24
022,4,3,51
022,5,1,4
023,2,1,2
023,3,2,44
023,4,3,64
023,5,4,111
024,2,1,4
024,3,2,21
024,4,2,21
024,5,1,4
025,2,1,2
025,3,2,48
025,4,3,82
025,5,3,78
026,2,1,2
026,3,2,13
026,4,3,99
026,5,3,104
027,2,1,2
027,3,2,34
027,4,2,48
027,5,2,57
028,2,1,3
028,3,2,21
028,4,2,12
028,5,4,89
029,2,1,2
029,3,2,23
029,4,3,46
029,5,4,109
030,2,1,4
030,3,2,125
030,4,1,2
030,5,3,62
031,2,1,4
031,3,2,31
031,4,3,28
031,5,2,65
032,2,1,6
032,3,2,115
032,4,3,51
032,5,3,42
033,2,1,6
033,3,2,9
033,4,3,146
033,5,2,34
034,2,1,3
034,3,2,68
034,4,3,55
034,5,3,42
035,2,1,2
035,3,2,37
035,4,3,76
035,5,2,82
036,2,1,2
036,3,2,58
036,4,2,111
036,5,4,153
037,2,1,3
037,3,2,28
037,4,2,48
037,5,2,35
038,2,1,4
038,3,2,28
038,4,3,100
038,5,4,173
039,2,1,3
039,3,2,23
039,4,3,39
039,5,2,34
040,2,1,3
040,3,2,60
040,4,3,86
040,5,3,90
041,2,1,2
041,3,2,29
041,4,2,20
041,5,3,59
042,2,1,3
042,3,2,26
042,4,2,36
042,5,2,126
043,2,1,2
043,3,2,47
043,4,3,17
043,5,4,149
044,2,1,6
044,3,2,33
044,4,2,32
044,5,3,40
045,2,1,6
045,3,2,77
045,4,2,18
045,5,4,132
046,2,1,8
046,3,2,28
046,4,2,51
046,5,4,88
047,2,1,9
047,3,2,9
047,4,1,9
047,5,3,112
048,2,1,5
048,3,2,35
048,4,3,57
048,5,2,77
049,2,1,4
049,3,2,29
049,4,2,33
049,5,3,40
050,2,1,8
050,3,2,51
050,4,3,65
050,5,4,184
