rep,node,steps,update_discovered
001,2,1,2
001,3,2,41
001,4,3,154
001,5,2,11
002,2,1,2
002,3,2,57
002,4,3,87
002,5,4,127
003,2,1,3
003,3,2,62
003,4,3,53
003,5,2,19
004,2,1,3
004,3,2,21
004,4,3,91
004,5,2,4
005,2,1,3
005,3,2,71
005,4,2,12
005,5,3,50
006,2,1,4
006,3,2,90
006,4,3,42
006,5,2,65
007,2,1,6
007,3,2,34
007,4,3,68
007,5,2,30
008,2,1,4
008,3,2,25
008,4,2,33
008,5,2,11
009,2,1,3
009,3,2,30
009,4,2,42
009,5,3,41
010,2,1,2
010,3,1,4
010,4,3,49
010,5,4,175
011,2,1,5
011,3,2,18
011,4,2,31
011,5,2,45
012,2,1,3
012,3,2,18
012,4,3,59
012,5,2,42
013,2,1,2
013,3,2,17
013,4,2,41
013,5,3,83
014,2,1,4
014,3,2,33
014,4,3,82
014,5,2,12
015,2,1,4
015,3,2,21
015,4,3,107
015,5,4,198
016,2,1,3
016,3,2,7
016,4,3,62
016,5,3,55
017,2,1,2
017,3,2,38
017,4,3,121
017,5,3,32
018,2,1,3
018,3,1,4
018,4,2,51
018,5,4,110
019,2,1,3
019,3,2,78
019,4,3,104
019,5,2,18
020,2,1,5
020,3,2,29
020,4,3,62
020,5,2,14
021,2,1,2
021,3,2,24
021,4,3,43
021,5,2,11
022,2,1,2
022,3,2,36
022,4,3,70
022,5,3,72
023,2,1,10
023,3,1,5
023,4,3,106
023,5,2,36
024,2,1,3
024,3,2,15
024,4,2,18
024,5,4,103
025,2,1,2
025,3,2,23
025,4,3,97
025,5,4,107
026,2,1,2
026,3,2,31
026,4,3,12
026,5,2,83
027,2,1,3
027,3,2,43
027,4,1,4
027,5,2,16
028,2,1,4
028,3,2,22
028,4,3,101
028,5,4,80
029,2,1,4
029,3,1,2
029,4,3,156
029,5,4,112
030,2,1,4
030,3,2,20
030,4,3,93
030,5,4,108
031,2,1,3
031,3,2,15
031,4,2,19
031,5,4,93
032,2,1,2
032,3,2,58
032,4,3,78
032,5,3,59
033,2,1,9
033,3,2,21
033,4,2,111
033,5,4,143
034,2,1,3
034,3,2,31
034,4,3,69
034,5,2,28
035,2,1,12
035,3,2,25
035,4,3,126
035,5,2,56
036,2,1,3
036,3,2,43
036,4,3,36
036,5,2,48
037,2,1,7
037,3,2,7
037,4,3,129
037,5,3,173
038,2,1,3
038,3,2,74
038,4,3,79
038,5,1,3
039,2,1,5
039,3,2,62
039,4,2,53
039,5,1,5
040,2,1,5
040,3,2,30
040,4,3,28
040,5,4,56
041,2,1,3
041,3,2,18
041,4,3,14
041,5,3,31
042,2,1,2
042,3,2,15
042,4,3,137
042,5,2,42
043,2,1,2
043,3,2,13
043,4,3,80
043,5,3,39
044,2,1,4
044,3,2,40
044,4,3,54
044,5,3,53
045,2,1,4
045,3,2,36
045,4,3,28
045,5,3,119
046,2,1,5
046,3,2,12
046,4,3,126
046,5,3,24
047,2,1,3
047,3,2,10
047,4,3,90
047,5,3,67
048,2,1,5
048,3,2,27
048,4,2,55
048,5,4,101
049,2,1,2
049,3,2,24
049,4,3,65
049,5,2,9
050,2,1,17
050,3,2,23
050,4,3,11
050,5,2,38
