rep,node,steps,update_discovered
001,1,3,65
001,2,5,88
001,3,5,79
001,4,5,70
001,5,1000,18027
002,1,4,115
002,2,4,79
002,3,6,93
002,4,9,238
002,5,1000,17623
003,1,4,74
003,2,4,58
003,3,7,159
003,4,5,100
003,5,1000,17809
004,1,4,51
004,2,3,53
004,3,5,81
004,4,5,133
004,5,1000,17358
005,1,3,55
005,2,4,43
005,3,4,88
005,4,5,99
005,5,1000,17370
006,1,3,35
006,2,3,31
006,3,3,21
006,4,7,153
006,5,1000,17546
007,1,3,44
007,2,4,70
007,3,4,49
007,4,5,136
007,5,1000,17494
008,1,4,74
008,2,6,90
008,3,4,62
008,4,5,94
008,5,1000,18188
009,1,3,37
009,2,4,52
009,3,7,105
009,4,6,130
009,5,1000,17881
010,1,4,42
010,2,6,59
010,3,4,81
010,4,7,109
010,5,1000,18007
011,1,4,68
011,2,5,52
011,3,4,48
011,4,5,71
011,5,1000,18068
012,1,3,23
012,2,4,76
012,3,4,68
012,4,5,69
012,5,1000,17672
013,1,4,67
013,2,4,70
013,3,5,105
013,4,4,42
013,5,1000,17591
014,1,5,81
014,2,3,45
014,3,4,86
014,4,10,194
014,5,1000,18190
015,1,4,85
015,2,6,97
015,3,5,87
015,4,6,100
015,5,1000,17584
016,1,3,8
016,2,3,31
016,3,7,111
016,4,6,89
016,5,1000,17844
017,1,4,39
017,2,4,98
017,3,8,156
017,4,6,119
017,5,1000,18124
018,1,4,62
018,2,4,69
018,3,4,63
018,4,6,103
018,5,1000,17866
019,1,4,36
019,2,5,76
019,3,5,43
019,4,6,131
019,5,1000,17937
020,1,3,24
020,2,4,81
020,3,5,97
020,4,5,104
020,5,1000,17641
021,1,4,59
021,2,4,90
021,3,3,39
021,4,5,86
021,5,1000,17522
022,1,4,44
022,2,4,37
022,3,5,102
022,4,4,50
022,5,1000,17753
023,1,3,8
023,2,6,83
023,3,5,97
023,4,5,142
023,5,1000,17750
024,1,3,66
024,2,5,95
024,3,6,66
024,4,7,143
024,5,1000,18092
025,1,5,63
025,2,4,85
025,3,5,121
025,4,13,227
025,5,1000,18345
026,1,3,17
026,2,7,87
026,3,5,99
026,4,6,109
026,5,1000,17872
027,1,4,79
027,2,3,33
027,3,5,78
027,4,6,114
027,5,1000,17497
028,1,3,25
028,2,4,62
028,3,6,108
028,4,5,111
028,5,1000,18008
029,1,3,27
029,2,4,55
029,3,6,147
029,4,9,169
029,5,1000,17822
030,1,4,73
030,2,4,87
030,3,6,96
030,4,4,86
030,5,1000,17248
031,1,4,42
031,2,4,81
031,3,4,59
031,4,8,119
031,5,1000,17902
032,1,4,27
032,2,3,18
032,3,6,95
032,4,7,130
032,5,1000,17416
033,1,6,87
033,2,4,65
033,3,6,124
033,4,4,41
033,5,1000,17949
034,1,3,42
034,2,5,112
034,3,5,112
034,4,1000,20125
034,5,11,262
035,1,3,40
035,2,3,34
035,3,3,38
035,4,20,361
035,5,1000,18232
036,1,3,114
036,2,4,65
036,3,4,76
036,4,5,91
036,5,1000,17951
037,1,4,36
037,2,5,97
037,3,4,100
037,4,5,86
037,5,1000,18154
038,1,3,27
038,2,3,37
038,3,4,36
038,4,6,94
038,5,1000,17691
039,1,5,136
039,2,4,70
039,3,7,175
039,4,12,235
039,5,1000,18139
040,1,5,91
040,2,4,84
040,3,4,89
040,4,7,154
040,5,1000,17988
041,1,4,81
041,2,4,73
041,3,6,87
041,4,5,104
041,5,1000,17861
042,1,4,96
042,2,4,30
042,3,4,89
042,4,6,103
042,5,1000,17612
043,1,4,44
043,2,4,98
043,3,5,81
043,4,6,116
043,5,1000,17542
044,1,3,23
044,2,5,57
044,3,5,42
044,4,5,75
044,5,1000,18121
045,1,3,22
045,2,5,97
045,3,3,14
045,4,7,122
045,5,1000,17758
046,1,3,40
046,2,3,15
046,3,5,76
046,4,7,115
046,5,1000,17536
047,1,4,55
047,2,6,116
047,3,9,125
047,4,8,145
047,5,1000,17999
048,1,3,27
048,2,4,60
048,3,4,77
048,4,8,156
048,5,1000,17490
049,1,4,54
049,2,4,51
049,3,3,39
049,4,5,56
049,5,1000,17661
050,1,4,52
050,2,5,87
050,3,4,52
050,4,5,103
050,5,1000,17753
