rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,858,576,7.44947,31.1547,15,22.5496,1,43,122.129,77.0619,3.80289,308.224,1866.82,1,405,3600,-1
001,1109,592,7.44702,40.9331,21,24.18,1,49,190.319,84.3369,4.08028,267.577,2365.13,1,380,3600,15
001,1289,628,7.66137,47.8069,29,22.5438,1,49,140.845,82.5042,2.79148,283.71,2015.59,1,423,3600,21
001,1454,607,7.30381,55.0689,34,20.1199,1,45,145.772,87.1799,4.12257,368,2428.81,1,393,3600,29
001,1465,594,7.3519,55.6019,37,19.7965,1,43,145.629,88.8622,4.02243,369.926,2531.14,1,377,3600,34
001,1698,624,7.55626,64.4639,52,18.3809,1,35,48.4325,83.099,6.06851,256.542,1920.65,1,412,3600,37
001,2023,664,7.35273,77.0639,58,27.9565,1,48,154.854,86.1818,4.41376,349.107,2063.46,1,399,3600,52
001,2319,680,7.7069,87.5886,72,22.1873,1,39,102.015,82.8511,7.54559,281.907,1888.45,1,430,3600,58
001,2903,703,7.44141,110.174,82,27.9385,1,67,228.357,92.7004,4.68095,363.941,2641.9,1,399,3600,72
001,3193,678,7.42291,120.082,92,36.3185,1,66,495.111,84.4782,6.38613,293.55,1816.32,1,400,3600,82
001,4283,735,7.64441,159.156,142,24.3185,1,40,105.289,86.9879,4.85598,274.856,2177.82,1,416,3600,92
001,4513,637,7.43028,170.65,155,12.8175,1,34,43.9567,72.2183,4.47595,235.589,1558.76,1,380,3600,142
001,4566,673,7.50066,173.517,164,12.6305,1,26,22.8889,72.3802,2.15934,227.561,1552.09,1,397,3600,155
001,4678,743,7.64853,177.499,166,13.4364,1,28,21.3047,76.1642,2.14551,246.58,1652.28,1,425,3600,164
001,4769,774,7.73346,180.435,169,16.1249,1,29,28.6795,86.5499,3.3183,264.48,2056.89,1,427,3600,166
001,4855,705,7.37667,184.108,171,18.1065,1,36,46.6628,82.6685,5.13073,433.358,2746.08,1,380,3600,169
001,5201,738,7.59266,199.4,189,15.8177,1,30,32.7439,79.3354,2.89168,328.201,1989.58,1,405,3600,171
001,5849,799,7.64554,223.387,199,33.4569,1,58,337.127,82.0981,5.30637,258.164,1959.25,1,415,3600,189
001,6186,872,7.67145,235.186,200,45.2681,1,79,734.422,86.0104,7.84236,312.937,2043.56,1,431,3600,199
001,7403,880,7.68007,277.001,230,32.2283,1,105,547.216,81.1586,6.8821,428.65,1968.82,1,412,3600,200
001,7496,814,7.51545,279.419,259,27.7839,1,48,197.676,88.3294,7.76686,257.565,2005.58,1,395,3600,230
001,8022,876,7.54797,298.813,275,28.178,1,54,175.811,82.9963,5.37431,230.064,1675.49,1,397,3600,259
001,8442,913,7.52944,317.82,281,18.796,1,77,75.1141,84.0159,5.49571,362.167,2510.74,1,405,3600,275
001,8482,911,7.62646,319.565,306,19.6834,1,37,52.5498,79.0173,2.85462,325.653,2235.54,1,422,3600,281
001,8608,874,7.51022,325.173,309,15.3515,1,41,74.9562,80.6815,3.51158,312.025,1936.72,1,411,3600,306
001,8698,865,7.54435,327.928,318,14.8187,1,26,28.4112,89.747,3.52942,289.273,2085.31,1,401,3600,309
001,8893,920,7.69645,335.556,319,22.9509,1,41,90.8482,70.8935,4.00989,229.369,1414.01,1,432,3600,318
001,9236,911,7.61986,348.237,328,26.839,1,50,212.757,81.5294,7.767,491.811,2163.89,1,414,3600,319
001,10197,974,7.76925,382.967,359,28.1311,1,56,320.315,84.7105,7.5003,236.794,1874.74,1,424,3600,328
001,10542,968,7.57623,397.51,378,25.2299,1,50,174.186,90.8215,4.2587,369.123,2411.2,1,408,3600,359
001,10873,995,7.31055,408.836,380,18.9775,1,62,87.0021,93.1008,4.84491,722.75,3502.88,1,404,3600,378
001,10890,944,7.34635,409.479,397,18.2013,1,35,70.0224,87.3391,3.43494,387.436,2260.66,1,389,3600,380
001,11163,961,7.24176,420.319,402,25.0081,1,48,177.038,83.3964,3.67908,410.387,2449.69,1,385,3600,397
001,12056,1075,7.64782,454.039,429,32.883,1,60,353.207,76.22,7.39727,245.673,1641.5,1,445,3600,402
001,13356,1058,7.55294,506.992,499,14.0884,1,28,22.7372,76.8565,1.95367,302,2079.5,1,415,3600,429
001,13533,1059,7.54071,515.174,500,13.1465,1,39,49.178,82.5201,2.15005,233.666,2136.87,1,405,3600,499
001,13582,1047,7.50253,517.16,504,12.7764,1,32,30.3372,81.9139,2.26012,287.781,2538.77,1,406,3600,500
001,13766,1130,7.57471,525.644,510,16.806,1,36,50.0706,76.118,2.28181,329.379,2045.39,1,426,3600,504
001,13828,1084,7.62776,528.644,514,15.2046,1,35,63.6332,71.0078,2.66947,410.046,1904.55,1,403,3600,510
001,13896,1071,7.54226,530.906,516,14.2905,1,37,37.9312,78.1353,4.88389,287.505,1985.51,1,395,3600,514
001,13981,1103,7.58325,534.029,524,17.4337,1,31,29.343,79.491,4.03312,247.133,1857.35,1,416,3600,516
001,14238,1108,7.42687,544.331,526,18.0474,1,40,62.7348,83.9065,4.06065,424.638,2434.82,1,398,3600,524
001,14294,1045,7.51096,546.294,534,18.6145,1,34,45.9262,82.0103,5.91541,337.09,2250.56,1,377,3600,526
001,14473,1067,7.46351,555.751,537,17.1583,1,45,121.798,81.4299,1.94096,227.994,2156.89,1,393,3600,534
001,14560,1132,7.6273,559.585,540,14.7643,1,46,71.6836,79.4442,4.50685,289.615,1823.71,1,424,3600,537
001,14604,1134,7.534,561.561,551,12.4914,1,27,20.1518,76.4312,3.01882,256.026,1683.66,1,445,3600,540
001,14662,1050,7.42074,564.518,555,13.5515,1,26,29.2119,80.3429,2.09484,324,2171.38,1,381,3600,551
001,14697,1076,7.2479,566.293,556,15.8317,1,29,41.9436,73.8664,3.1504,239.986,1744.17,1,401,3600,555
001,15116,1113,7.45164,584.881,573,13.8941,1,30,21.1379,78.6579,2.75732,277.294,1950.08,1,398,3600,556
001,15135,1150,7.63211,585.64,577,14.6946,1,27,25.7006,78.5709,2.38379,296.062,1828.35,1,417,3600,573
001,15530,1173,7.7098,600.773,585,18.4026,1,37,46.5932,82.3459,3.60023,358.017,2490.26,1,416,3600,577
001,15546,1161,7.63792,601.201,589,18.9326,1,35,48.0692,81.3617,3.49406,299.664,1959.75,1,424,3600,585
001,15685,1169,7.53566,606.439,591,23.101,1,42,92.642,83.9124,6.09738,305.761,2031.39,1,397,3600,589
001,16094,1163,7.4682,622.319,610,18.7666,1,33,64.345,81.7534,3.5229,379.004,1806.64,1,410,3600,591
001,16746,1288,7.70561,646.607,629,21.0841,1,47,128.372,86.4703,2.34075,372.731,2946.16,1,442,3600,610
001,17299,1160,7.56006,670.581,653,9.80914,1,38,27.5573,88.8496,1.54722,371.8,2293.36,1,395,3600,629
001,17340,1194,7.62597,671.874,664,10.8183,1,24,16.4567,88.9834,1.64089,256.168,2104.26,1,406,3600,653
