rep,node,steps,update_discovered
001,1,1000,26432
002,1,1000,26713
003,1,1000,26981
004,1,1000,27767
005,1,1000,26644
006,1,1000,26972
007,1,1000,26827
008,1,1000,27025
009,1,1000,27411
010,1,1000,27011
011,1,1000,26879
012,1,1000,26538
013,1,1000,27745
014,1,1000,26627
015,1,1000,26961
016,1,1000,26496
017,1,1000,27026
018,1,1000,26465
019,1,1000,26789
020,1,1000,26594
021,1,1000,27552
022,1,1000,27261
023,1,1000,26723
024,1,1000,26998
025,1,1000,26634
026,1,1000,27068
027,1,1000,26498
028,1,1000,27285
029,1,1000,26999
030,1,1000,27561
031,1,1000,27017
032,1,1000,26766
033,1,1000,26882
034,1,1000,26841
035,1,1000,26987
036,1,1000,26955
037,1,1000,27235
038,1,1000,26793
039,1,1000,27385
040,1,1000,26640
041,1,1000,26875
042,1,1000,26947
043,1,1000,26458
044,1,1000,26873
045,1,1000,26659
046,1,1000,27034
047,1,1000,27408
048,1,1000,27109
049,1,1000,26593
050,1,1000,26863
