rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,283,345,5.72846,10.1044,3,5.98845,1,13,4.06924,62.6131,0.833876,256,1107.49,1,308,3600,-1
001,289,330,5.7417,10.5619,6,6.19448,1,14,4.51699,60.6943,0,156.065,1020.2,1,296,3600,3
001,329,380,5.59102,11.8836,7,7.07274,1,15,7.46262,71.7734,0,196,1271.82,1,312,3600,6
001,478,378,5.67741,17.3889,9,8.93743,1,22,24.2998,71.3328,1.18926,254.193,1855.41,1,306,3600,7
001,593,386,5.72485,22.5831,14,8.30617,1,19,15.2952,60.4248,1.17102,286,1371.48,1,304,3600,9
001,632,366,5.35235,24.6028,16,7.18012,1,21,13.8999,70.8031,1.00076,265,1434.8,1,295,3600,14
001,683,383,5.48801,27.8481,20,7.76584,1,17,11.0064,58.2605,0.653722,173.2,1134.84,1,314,3600,16
001,695,387,5.21608,28.3339,21,7.52159,1,18,14.6388,58.6704,0.70422,174.074,1006.51,1,315,3600,20
001,719,406,5.90192,29.5781,22,7.47775,1,20,12.936,64.6563,0.655487,198,1292.48,1,318,3600,21
001,813,417,5.57684,30.7222,24,7.42574,1,24,9.51091,98.1369,0.895009,242.077,2153.28,1,308,3600,22
001,1034,423,5.54693,31.5547,28,6.80099,1,19,8.41377,182.767,1.99052,358.294,15625.9,1,323,3600,24
001,1476,408,5.49255,34.1183,30,7.58531,1,17,8.99928,266.099,0,800,45573.2,1,311,3600,28
001,3349,422,5.85445,47.885,42,10.2265,1,23,20.2523,271.274,0,1211,97630.1,1,313,3600,30
001,3919,437,5.61837,55.255,48,8.39275,1,21,22.7129,194.074,4.79616,440.31,19488.3,1,302,3600,42
001,5601,386,4.77683,56.8672,54,5.24495,1,14,5.15642,399.532,0,1322,106000,1,287,3600,48
001,7308,434,5.76742,68.335,58,14.0298,1,25,44.4135,228.276,7.83495,1063.68,46645,1,293,3600,54
001,8638,463,5.06289,76.2422,70,11.1399,1,25,31.1523,338.826,11.4832,871.475,46434.2,1,304,3600,58
001,10852,466,4.80344,88.9758,74,17.6924,1,41,173.699,318.685,15.5294,1506.99,72737.9,1,304,3600,70
001,11729,470,5.47684,94.4258,88,12.0066,1,25,23.1282,271.138,0,1586,59588,1,296,3600,74
