rep,node,steps,update_discovered
001,2,1,4
001,3,2,9
001,4,2,43
001,5,2,91
002,2,1,8
002,3,2,30
002,4,1,5
002,5,2,41
003,2,1,5
003,3,2,25
003,4,3,68
003,5,3,101
004,2,1,3
004,3,2,36
004,4,2,10
004,5,1,3
005,2,1,3
005,3,2,24
005,4,3,31
005,5,2,20
006,2,1,3
006,3,2,85
006,4,2,29
006,5,2,56
007,2,1,3
007,3,1,3
007,4,2,22
007,5,3,53
008,2,1,5
008,3,2,105
008,4,2,23
008,5,2,18
009,2,1,5
009,3,2,32
009,4,3,84
009,5,4,143
010,2,1,3
010,3,2,33
010,4,2,25
010,5,3,44
011,2,1,4
011,3,2,73
011,4,1,2
011,5,2,3
012,2,1,4
012,3,1,3
012,4,3,198
012,5,2,37
013,2,1,3
013,3,2,59
013,4,2,74
013,5,3,83
014,2,1,3
014,3,2,30
014,4,2,23
014,5,1,2
015,2,1,3
015,3,1,2
015,4,3,16
015,5,2,34
016,2,1,2
016,3,2,34
016,4,3,57
016,5,2,75
017,2,1,5
017,3,1,2
017,4,1,3
017,5,4,86
018,2,1,2
018,3,2,71
018,4,2,17
018,5,2,27
019,2,1,5
019,3,1,2
019,4,2,12
019,5,2,28
020,2,1,2
020,3,2,75
020,4,2,103
020,5,1,5
021,2,1,2
021,3,2,42
021,4,2,22
021,5,2,28
022,2,1,2
022,3,2,108
022,4,3,78
022,5,2,85
023,2,1,2
023,3,2,11
023,4,3,72
023,5,1,3
024,2,1,2
024,3,2,55
024,4,1,3
024,5,1,2
025,2,1,9
025,3,2,15
025,4,2,62
025,5,4,84
026,2,1,4
026,3,1,2
026,4,2,63
026,5,4,112
027,2,1,2
027,3,2,22
027,4,2,15
027,5,2,17
028,2,1,4
028,3,2,64
028,4,3,99
028,5,2,47
029,2,1,2
029,3,2,86
029,4,1,2
029,5,2,30
030,2,1,3
030,3,1,4
030,4,2,33
030,5,1,6
031,2,1,2
031,3,2,56
031,4,2,115
031,5,4,94
032,2,1,6
032,3,2,31
032,4,3,54
032,5,2,28
033,2,1,3
033,3,2,53
033,4,1,3
033,5,2,18
034,2,1,3
034,3,2,10
034,4,2,11
034,5,2,82
035,2,1,2
035,3,2,62
035,4,3,82
035,5,3,64
036,2,1,4
036,3,2,33
036,4,1,3
036,5,4,42
037,2,1,11
037,3,2,23
037,4,2,82
037,5,4,110
038,2,1,5
038,3,2,24
038,4,2,34
038,5,4,107
039,2,1,2
039,3,2,30
039,4,2,64
039,5,4,95
040,2,1,2
040,3,2,25
040,4,2,56
040,5,2,23
041,2,1,2
041,3,2,32
041,4,1,2
041,5,2,15
042,2,1,2
042,3,2,49
042,4,2,9
042,5,2,19
043,2,1,4
043,3,2,35
043,4,3,109
043,5,2,61
044,2,1,6
044,3,2,33
044,4,3,56
044,5,3,92
045,2,1,3
045,3,2,70
045,4,2,7
045,5,2,7
046,2,1,2
046,3,2,18
046,4,2,24
046,5,1,7
047,2,1,3
047,3,1,3
047,4,3,37
047,5,2,25
048,2,1,5
048,3,2,36
048,4,3,69
048,5,1,2
049,2,1,4
049,3,2,17
049,4,3,73
049,5,2,41
050,2,1,2
050,3,1,3
050,4,2,19
050,5,4,157
