rep,node,steps,update_discovered
001,1,1000,52385
002,1,1000,52122
003,1,1000,52952
004,1,1000,51901
005,1,1000,52515
006,1,1000,52248
007,1,1000,53006
008,1,1000,52479
009,1,1000,53139
010,1,1000,52940
011,1,1000,52489
012,1,1000,53597
013,1,1000,51875
014,1,1000,53215
015,1,1000,53363
016,1,1000,52223
017,1,1000,52497
018,1,1000,53039
019,1,1000,52950
020,1,1000,52529
021,1,1000,54133
022,1,1000,51618
023,1,1000,52071
024,1,1000,52191
025,1,1000,52730
026,1,1000,52764
027,1,1000,52594
028,1,1000,52744
029,1,1000,53180
030,1,1000,53042
031,1,1000,52832
032,1,1000,53045
033,1,1000,53020
034,1,1000,52624
035,1,1000,53039
036,1,1000,53053
037,1,1000,52359
038,1,1000,51812
039,1,1000,53124
040,1,1000,51931
041,1,1000,52552
042,1,1000,53835
043,1,1000,53661
044,1,1000,52184
045,1,1000,52833
046,1,1000,53800
047,1,1000,52257
048,1,1000,52648
049,1,1000,52194
050,1,1000,52128
