rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs,prev_mrca_depth
002,41880,3360,8.40551,904.298,503,492.177,1,837,100191,316.4,134.344,2792.34,48391.6,1,529,3600,-1
006,36100,3160,8.45236,779.764,429,445.333,1,724,70880,296.851,138.716,942.608,13934.5,1,546,3600,-1
006,50377,3324,8.42464,1094.87,786,415.374,1,654,51030.9,271.593,129.298,967.143,8471.48,1,530,3600,429
007,42858,3956,8.371,932.435,437,659.469,1,1011,159638,367.294,143.973,1318.11,21273,1,537,3600,-1
008,53301,4093,8.35818,1168.44,779,503.648,1,797,66277.1,383.915,187.706,1224.7,17077.4,1,504,3600,-1
009,28785,3508,8.40637,636.54,181,662.397,1,929,129242,351.185,192.219,1863.94,19004.7,1,529,3600,-1
009,37209,3705,8.38314,821.766,186,584.55,1,1290,208201,390.036,189.634,1948.19,22345.7,1,500,3600,181
009,41884,3510,8.36125,923.591,559,491.636,1,754,70480.9,331.136,170.496,1444.14,27155.3,1,502,3600,186
010,29045,3344,8.37431,628.155,244,496.544,1,796,85501.4,351.424,160.387,1517.76,23032.5,1,514,3600,-1
010,43266,3229,8.37751,928.308,653,386.318,1,575,36673.9,292.468,123.493,938.04,12117.8,1,520,3600,244
011,43151,3473,8.35755,937.747,592,439.922,1,721,58205.2,330.887,126.125,1773.77,20066.2,1,527,3600,-1
011,53393,3587,8.32884,1168.32,803,446.157,1,745,74603.1,352.171,152.436,1821.03,25148.9,1,498,3600,592
012,34864,2963,8.41841,731.143,450,358.315,1,579,34906.4,285.613,119.537,1315.76,12396.5,1,525,3600,-1
012,39468,3568,8.33252,831.658,524,436.027,1,647,44918.3,336.332,123.202,1948.25,27747.5,1,524,3600,450
013,25775,3561,8.38069,560.393,28,531.719,1,1094,130334,376.55,165.878,5626.69,118173,1,520,3600,-1
014,25805,3588,8.39718,563.336,88,634.682,1,980,117601,365.948,175.043,1819.89,29887.2,1,525,3600,-1
014,56540,4219,8.39776,1201.73,836,500.529,1,784,67515.1,506.499,209.915,1981.75,42423.1,1,530,3600,88
015,32779,3214,8.43049,714.683,393,435.113,1,669,60830.4,313.291,147.168,715.471,10292.4,1,529,3600,-1
016,36295,2990,8.41585,779.947,517,353.204,1,546,33415.3,283.927,113.099,2733.29,31097.6,1,528,3600,-1
016,47858,3676,8.31374,1046.47,588,542.84,1,924,110861,359.964,168.58,1250.46,22181.1,1,501,3600,517
016,52960,3745,8.27191,1175.46,749,543.589,1,879,104082,351.953,179.771,1138.01,12219,1,493,3600,588
017,36297,2840,8.45064,798.092,625,243.377,1,379,12994.7,255.448,98.6004,870.314,8981.65,1,535,3600,-1
019,43257,3516,8.4142,930.478,560,518.707,1,768,80898.9,326.826,170.404,1412.91,19738.3,1,519,3600,-1
020,22251,2763,8.42348,493.644,245,334.305,1,528,30912.3,269.877,120.955,678.705,8341.85,1,539,3600,-1
020,41714,3548,8.46448,924.351,498,532.272,1,883,92554.6,318.752,155.365,791.298,9838.46,1,540,3600,245
021,25359,3572,8.41294,526.54,85,607.284,1,911,101909,364.044,180.18,1811.46,53847.7,1,531,3600,-1
022,20092,2590,8.40638,440.202,101,395.268,1,698,68736.1,279.541,111.378,1037.44,10047.3,1,529,3600,-1
022,32417,3449,8.40447,717.092,376,450.879,1,707,63351.7,320.68,136.129,1171.07,19303.4,1,537,3600,101
023,26465,2905,8.349,589.094,355,314.357,1,492,22955.5,300.155,125.832,2142.46,23723.5,1,503,3600,-1
023,29565,3242,8.52727,656.081,404,333.264,1,519,23837,298.515,114.193,870.307,15571.5,1,549,3600,355
023,34364,3364,8.42645,763.911,484,343.91,1,579,35761.3,326.326,113.855,1225.23,26097.6,1,512,3600,404
023,45703,3866,8.38411,1006.56,645,443.418,1,764,55439.6,353.431,134.29,1345.76,22634,1,522,3600,484
023,48749,3631,8.40459,1074.1,742,449.812,1,698,54008.7,319.518,150.414,2234.24,19055.6,1,527,3600,645
023,53152,3802,8.41273,1166.65,833,454.315,1,698,58842.6,363.526,164.821,868.728,17365.8,1,543,3600,742
024,34277,3266,8.36661,756.783,423,363.975,1,681,39866.5,317.177,129.161,2645.41,25024.4,1,516,3600,-1
024,36724,3257,8.30924,815.989,579,337.195,1,497,23841.3,301.811,119.425,941.305,11957.7,1,505,3600,423
024,44370,3199,8.37783,987.483,660,414.723,1,687,63568.8,293.756,123.415,1038.92,14801.3,1,515,3600,579
026,26580,2955,8.36022,574.238,94,513.522,1,980,155054,326.401,150.294,1050.89,8828.76,1,513,3600,-1
026,52190,3933,8.32937,1144.83,688,569.862,1,957,116541,369.644,189.298,2253.88,19636.1,1,484,3600,94
027,45672,3562,8.3396,999.668,520,598.126,1,974,135572,327.256,163.401,831.875,9108.88,1,519,3600,-1
028,24867,2903,8.40508,563.213,344,337.6,1,463,21243.4,289.977,94.2129,863.948,10365,1,523,3600,-1
029,38390,3436,8.28951,827.104,314,634.327,1,1069,166844,351.018,178.158,1781.43,15389.5,1,496,3600,-1
031,47941,3482,8.36324,1027.63,749,394.736,1,578,34936,307.401,122.727,1077.33,12853.7,1,514,3600,-1
032,35436,3575,8.37013,758.127,371,518.959,1,798,75461.1,354.855,172.667,1690.99,18340.9,1,511,3600,-1
033,29004,3013,8.36477,619.123,252,470.542,1,759,76871.5,317.23,143.427,1229.9,12931.1,1,508,3600,-1
033,53430,3780,8.41276,1139.35,784,484.534,1,745,65444,325.535,155.91,1028.66,11640.4,1,531,3600,252
034,36068,3054,8.31226,804.891,473,426.005,1,684,64755.5,288.96,146.82,2188.81,28643.7,1,508,3600,-1
035,53082,3945,8.41908,1150.83,406,827.623,1,1520,397617,360.605,154.742,1245.08,15122.3,1,540,3600,-1
037,31410,3240,8.40369,674.715,159,616.055,1,1061,181397,336.782,141.087,809.839,8765.73,1,519,3600,-1
037,50513,3567,8.36306,1105.91,792,377.924,1,641,53006.7,308.309,115.458,1372.11,16665.2,1,527,3600,159
038,41714,3466,8.42973,921.346,502,483.315,1,868,103510,309.759,113.251,778.614,11516.7,1,537,3600,-1
038,47076,3447,8.31574,1032.55,764,353.548,1,568,34540.2,309.595,138.507,869.727,12069.4,1,505,3600,502
040,18363,2789,8.48152,411.016,151,352.892,1,537,30656.5,284.96,123.851,814.529,9377.55,1,542,3600,-1
040,32783,3735,8.33551,737.267,264,577.055,1,969,110849,395.561,169.473,1011.31,24017.6,1,502,3600,151
040,35465,3542,8.35141,799.671,299,505.645,1,998,93719.2,358.727,156.273,2109.79,27622.4,1,509,3600,264
040,37286,3366,8.47101,837.128,460,466.369,1,792,90611.6,312.741,99.8488,3164.03,30009.6,1,557,3600,299
040,42826,3223,8.3953,964.959,776,289.592,1,410,15205.3,271.223,113.924,877.329,10584,1,525,3600,460
041,33579,3506,8.40281,748.738,292,578.189,1,936,123983,343.558,167.171,908.335,16861,1,515,3600,-1
042,34240,3660,8.4937,735.537,381,507.408,1,743,55355.9,333.548,165.833,1214.99,13745.9,1,556,3600,-1
042,37648,3374,8.38334,807.437,435,522.898,1,775,80563,340.285,188.971,1573.8,11338.1,1,509,3600,381
042,61566,5799,8.36044,1248.48,462,951.928,1,1643,278466,789.378,374.843,4286.96,119712,1,534,3600,435
043,29320,3648,8.33523,621.871,77,720.383,1,1127,179116,393.721,194.803,902.983,12197.3,1,499,3600,-1
