rep,node,steps,update_discovered
001,1,578,99705
002,1,593,99889
003,1,578,99838
004,1,580,99998
005,1,559,99982
006,1,565,99834
007,1,586,99776
008,1,577,99929
009,1,577,99922
010,1,594,99888
011,1,580,99951
012,1,569,99862
013,1,582,99924
014,1,557,99799
015,1,592,99973
016,1,561,99990
017,1,577,99982
018,1,582,99820
019,1,564,99762
020,1,563,99898
021,1,568,99887
022,1,591,99890
023,1,588,99846
024,1,579,99985
025,1,562,99874
026,1,597,99759
027,1,580,99885
028,1,574,99483
029,1,583,99949
030,1,595,99920
031,1,575,99976
032,1,603,99998
033,1,606,99959
034,1,597,99918
035,1,609,99884
036,1,550,99851
037,1,593,99974
038,1,576,99808
039,1,576,99849
040,1,586,99875
041,1,588,99859
042,1,572,99964
043,1,582,99975
044,1,551,99985
045,1,567,99843
046,1,608,99868
047,1,588,99956
048,1,568,99846
049,1,592,99937
050,1,583,99796
