rep,node,steps,update_discovered
001,2,1,11
001,3,2,19
001,4,3,212
001,5,2,177
002,2,1,2
002,3,2,22
002,4,3,58
002,5,4,206
003,2,1,3
003,3,2,30
003,4,3,117
003,5,4,110
004,2,1,2
004,3,2,206
004,4,3,185
004,5,4,294
005,2,1,5
005,3,2,38
005,4,3,28
005,5,4,56
006,2,1,2
006,3,2,62
006,4,3,215
006,5,3,74
007,2,1,2
007,3,2,109
007,4,2,31
007,5,2,11
008,2,1,10
008,3,2,25
008,4,3,131
008,5,4,127
009,2,1,5
009,3,2,22
009,4,3,31
009,5,4,80
010,2,1,4
010,3,2,31
010,4,3,44
010,5,2,15
011,2,1,3
011,3,2,141
011,4,3,56
011,5,4,107
012,2,1,2
012,3,2,30
012,4,3,183
012,5,4,317
013,2,1,2
013,3,2,19
013,4,3,168
013,5,4,51
014,2,1,3
014,3,2,10
014,4,3,100
014,5,4,184
015,2,1,10
015,3,2,15
015,4,3,86
015,5,4,47
016,2,1,3
016,3,2,31
016,4,3,55
016,5,4,88
017,2,1,3
017,3,2,28
017,4,3,106
017,5,2,18
018,2,1,2
018,3,2,9
018,4,2,39
018,5,2,11
019,2,1,3
019,3,2,54
019,4,3,70
019,5,2,14
020,2,1,3
020,3,2,16
020,4,2,33
020,5,4,126
021,2,1,3
021,3,2,40
021,4,3,11
021,5,4,318
022,2,1,2
022,3,2,17
022,4,3,63
022,5,4,146
023,2,1,6
023,3,2,18
023,4,1,2
023,5,2,18
024,2,1,2
024,3,2,47
024,4,3,38
024,5,4,146
025,2,1,3
025,3,2,18
025,4,3,71
025,5,4,78
026,2,1,6
026,3,2,42
026,4,2,13
026,5,4,59
027,2,1,6
027,3,2,52
027,4,3,104
027,5,4,33
028,2,1,6
028,3,2,12
028,4,3,27
028,5,3,75
029,2,1,3
029,3,2,15
029,4,3,81
029,5,4,80
030,2,1,3
030,3,2,10
030,4,2,52
030,5,2,33
031,2,1,2
031,3,2,46
031,4,2,33
031,5,3,56
032,2,1,4
032,3,2,17
032,4,3,100
032,5,4,117
033,2,1,2
033,3,2,29
033,4,3,300
033,5,4,61
034,2,1,10
034,3,2,10
034,4,3,103
034,5,4,179
035,2,1,4
035,3,2,30
035,4,3,83
035,5,4,194
036,2,1,5
036,3,2,45
036,4,3,92
036,5,4,107
037,2,1,4
037,3,2,25
037,4,3,37
037,5,2,114
038,2,1,6
038,3,2,47
038,4,2,22
038,5,3,85
039,2,1,5
039,3,2,49
039,4,3,127
039,5,4,108
040,2,1,6
040,3,2,20
040,4,3,36
040,5,4,117
041,2,1,4
041,3,2,22
041,4,3,79
041,5,3,117
042,2,1,6
042,3,2,20
042,4,3,86
042,5,3,190
043,2,1,2
043,3,2,53
043,4,3,129
043,5,4,43
044,2,1,4
044,3,2,21
044,4,3,47
044,5,4,271
045,2,1,2
045,3,2,27
045,4,3,95
045,5,3,39
046,2,1,2
046,3,2,36
046,4,2,11
046,5,3,99
047,2,1,5
047,3,2,42
047,4,1,5
047,5,4,331
048,2,1,4
048,3,2,11
048,4,3,77
048,5,1,2
049,2,1,2
049,3,2,14
049,4,3,83
049,5,4,206
050,2,1,3
050,3,2,40
050,4,3,95
050,5,2,32
