rep,node,steps,update_discovered
001,2,1,4
001,3,1,2
001,4,1,5
001,5,1,5
002,2,1,3
002,3,1,3
002,4,1,2
002,5,1,7
003,2,1,3
003,3,1,2
003,4,2,4
003,5,2,41
004,2,1,6
004,3,2,34
004,4,2,8
004,5,1,6
005,2,1,2
005,3,1,2
005,4,2,30
005,5,1,4
006,2,1,6
006,3,2,28
006,4,1,5
006,5,2,20
007,2,1,4
007,3,2,264
007,4,3,227
007,5,1,3
008,2,1,2
008,3,2,899
008,4,2,24
008,5,3,716
009,2,1,3
009,3,1,8
009,4,2,28
009,5,1,3
010,2,1,4
010,3,2,98
010,4,2,63
010,5,1,3
011,2,1,3
011,3,2,11
011,4,2,67
011,5,2,27
012,2,1,2
012,3,1,5
012,4,2,297
012,5,2,301
013,2,1,8
013,3,1,4
013,4,1,6
013,5,1,2
014,2,1,5
014,3,1,3
014,4,1,3
014,5,1,4
015,2,1,7
015,3,1,2
015,4,2,37
015,5,1,2
016,2,1,2
016,3,2,51
016,4,2,371
016,5,2,107
017,2,1,4
017,3,2,24
017,4,2,34
017,5,2,26
018,2,1,3
018,3,2,278
018,4,2,343
018,5,1,5
019,2,1,4
019,3,2,47
019,4,2,9
019,5,1,3
020,2,1,3
020,3,1,5
020,4,1,2
020,5,2,59
021,2,1,5
021,3,1,3
021,4,1,8
021,5,1,5
022,2,1,3
022,3,1,7
022,4,1,8
022,5,1,3
023,2,1,3
023,3,1,2
023,4,1,3
023,5,1,4
024,2,1,4
024,3,2,25
024,4,1,3
024,5,1,11
025,2,1,4
025,3,1,8
025,4,1,3
025,5,2,82
026,2,1,3
026,3,2,54
026,4,3,166
026,5,2,9
027,2,1,2
027,3,2,28
027,4,2,97
027,5,2,41
028,2,1,3
028,3,1,2
028,4,1,2
028,5,1,3
029,2,1,9
029,3,1,3
029,4,1,10
029,5,1,8
030,2,1,2
030,3,1,3
030,4,1,2
030,5,1,2
031,2,1,6
031,3,2,196
031,4,2,83
031,5,2,163
032,2,1,3
032,3,1,3
032,4,1,2
032,5,1,3
033,2,1,3
033,3,1,3
033,4,1,2
033,5,2,17
034,2,1,3
034,3,1,3
034,4,1,3
034,5,2,10
035,2,1,5
035,3,2,11
035,4,2,17
035,5,2,142
036,2,1,2
036,3,2,177
036,4,2,37
036,5,2,278
037,2,1,2
037,3,2,466
037,4,2,15
037,5,3,793
038,2,1,2
038,3,1,5
038,4,2,19
038,5,2,284
039,2,1,5
039,3,1,2
039,4,2,37
039,5,2,52
040,2,1,2
040,3,1,2
040,4,1,3
040,5,1,2
041,2,1,2
041,3,2,79
041,4,1,2
041,5,1,4
042,2,1,2
042,3,1,3
042,4,1,2
042,5,2,9
043,2,1,4
043,3,1,2
043,4,2,18
043,5,2,17
044,2,1,3
044,3,2,158
044,4,2,39
044,5,2,61
045,2,1,3
045,3,1,3
045,4,1,7
045,5,1,2
046,2,1,2
046,3,2,14
046,4,2,35
046,5,1,2
047,2,1,2
047,3,2,985
047,4,2,942
047,5,1,5
048,2,1,3
048,3,2,32
048,4,1,3
048,5,2,146
049,2,1,3
049,3,1,3
049,4,1,2
049,5,2,20
050,2,1,5
050,3,2,50
050,4,3,154
050,5,2,111
