rep,node,steps,update_discovered
001,2,1,5
001,3,2,22
001,4,3,53
001,5,4,84
002,2,1,4
002,3,2,27
002,4,3,72
002,5,4,47
003,2,1,3
003,3,2,12
003,4,3,150
003,5,4,377
004,2,1,2
004,3,2,19
004,4,3,149
004,5,4,369
005,2,1,10
005,3,2,40
005,4,3,37
005,5,4,223
006,2,1,3
006,3,2,19
006,4,3,248
006,5,2,383
007,2,1,2
007,3,2,15
007,4,3,236
007,5,4,230
008,2,1,2
008,3,2,28
008,4,3,78
008,5,4,340
009,2,1,3
009,3,2,23
009,4,3,153
009,5,4,497
010,2,1,3
010,3,2,23
010,4,3,122
010,5,4,122
011,2,1,2
011,3,2,29
011,4,2,73
011,5,4,226
012,2,1,4
012,3,2,39
012,4,3,103
012,5,4,151
013,2,1,3
013,3,2,28
013,4,3,78
013,5,4,347
014,2,1,2
014,3,2,44
014,4,3,240
014,5,4,158
015,2,1,4
015,3,2,32
015,4,3,102
015,5,3,77
016,2,1,7
016,3,2,40
016,4,3,47
016,5,3,38
017,2,1,4
017,3,2,10
017,4,3,123
017,5,4,122
018,2,1,3
018,3,2,30
018,4,3,68
018,5,4,235
019,2,1,2
019,3,2,26
019,4,3,16
019,5,4,122
020,2,1,2
020,3,2,30
020,4,3,48
020,5,4,227
021,2,1,2
021,3,2,47
021,4,3,93
021,5,4,148
022,2,1,7
022,3,2,10
022,4,3,98
022,5,4,118
023,2,1,7
023,3,2,43
023,4,3,121
023,5,4,191
024,2,1,3
024,3,2,20
024,4,3,309
024,5,4,117
025,2,1,2
025,3,2,18
025,4,2,65
025,5,3,78
026,2,1,3
026,3,2,25
026,4,3,38
026,5,4,464
027,2,1,2
027,3,2,25
027,4,3,249
027,5,2,15
028,2,1,4
028,3,2,27
028,4,2,64
028,5,4,127
029,2,1,2
029,3,2,35
029,4,3,61
029,5,3,137
030,2,1,2
030,3,2,17
030,4,3,61
030,5,4,232
031,2,1,4
031,3,2,124
031,4,3,87
031,5,4,240
032,2,1,3
032,3,2,42
032,4,3,50
032,5,4,413
033,2,1,5
033,3,2,43
033,4,3,79
033,5,4,240
034,2,1,2
034,3,2,23
034,4,3,61
034,5,4,282
035,2,1,5
035,3,2,42
035,4,3,61
035,5,4,262
036,2,1,3
036,3,2,25
036,4,3,76
036,5,4,412
037,2,1,4
037,3,2,97
037,4,3,56
037,5,3,154
038,2,1,3
038,3,2,33
038,4,3,98
038,5,4,256
039,2,1,5
039,3,2,27
039,4,3,234
039,5,3,96
040,2,1,2
040,3,2,16
040,4,3,33
040,5,4,110
041,2,1,4
041,3,2,16
041,4,3,69
041,5,4,185
042,2,1,2
042,3,2,38
042,4,3,202
042,5,4,148
043,2,1,6
043,3,2,41
043,4,3,174
043,5,2,133
044,2,1,3
044,3,2,38
044,4,3,182
044,5,4,311
045,2,1,4
045,3,2,48
045,4,2,54
045,5,4,229
046,2,1,2
046,3,2,33
046,4,3,78
046,5,3,200
047,2,1,5
047,3,2,20
047,4,3,55
047,5,3,31
048,2,1,5
048,3,2,44
048,4,3,176
048,5,4,162
049,2,1,2
049,3,2,41
049,4,3,237
049,5,4,169
050,2,1,5
050,3,2,50
050,4,3,53
050,5,4,173
