rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,15047,4039,8.87706,222.623,52,242.771,1,372,12566.1,536.744,139.897,2398.64,89196.8,1,659,3600,-1
002,19484,5131,8.91523,256.435,66,309.158,1,438,9989.98,714.057,265.225,3024.44,115262,1,657,3600,-1
003,20771,4448,8.87141,266.593,76,275.118,1,431,14235.6,654.143,195.714,2671.49,89024.6,1,641,3600,-1
004,30497,7452,8.87614,375.876,62,518.178,1,698,25963.5,1026.72,381.733,11319.2,626795,1,656,3600,-1
005,52091,11156,8.85729,619.772,24,1004.23,1,1267,90072,1561.63,679.957,5919.48,355931,1,647,3600,-1
006,40512,7756,8.84584,498.178,129,625.02,1,817,38053.2,1110.92,383.726,3255.08,205036,1,648,3600,-1
007,45015,8768,8.89932,531.422,115,705.848,1,894,48458.8,1242.32,451.84,9072.98,364089,1,658,3600,-1
008,21316,5633,8.89401,285.831,64,354.369,1,513,16645.8,777.153,250.948,5579.34,185704,1,656,3600,-1
009,65145,11005,8.94129,762.951,54,1179.27,1,1497,145158,1516.8,779.536,5359.37,225334,1,666,3600,-1
010,17585,4780,8.93298,247.157,67,273.411,1,408,12141.2,646.555,190.814,5081.58,155453,1,670,3600,-1
011,16757,4204,8.7685,222.698,53,256.114,1,389,10075.1,654.96,209.121,4607.9,125903,1,594,3600,-1
012,33970,6925,8.86708,418.445,47,588.093,1,803,42494.2,992.508,423.719,3763.96,143221,1,648,3600,-1
013,30268,7107,8.8296,371.621,83,479.649,1,628,19891.4,1020.2,341.527,3227.44,250953,1,640,3600,-1
014,53808,10185,8.90763,639.242,73,963.04,1,1239,90610,1401.54,702.025,6111.78,441498,1,665,3600,-1
015,23336,6258,8.78278,306.771,61,399.006,1,542,16804.4,929.48,332.073,2899.41,170939,1,623,3600,-1
016,25097,6207,8.98206,330.174,47,438.095,1,626,23284.8,843.732,309.395,5148.04,153462,1,679,3600,-1
017,13961,3723,8.87431,197.256,41,214.919,1,341,11485.8,488.857,66.4728,2245.21,65390.5,1,663,3600,-1
018,24530,5780,8.80894,303.547,44,393.63,1,574,24712.3,845.396,222.074,4162.52,171669,1,621,3600,-1
021,18175,4704,8.92975,247.021,65,283.48,1,410,11358.1,640.897,170.131,2428.57,116123,1,675,3600,-1
022,18128,4816,8.89176,236.86,72,258.78,1,379,7009.24,686.304,287.404,2624.8,108387,1,659,3600,-1
023,15434,4366,8.86407,214.111,48,254.045,1,380,9027.79,607.46,187.703,1627.1,63445.3,1,651,3600,-1
024,17633,4586,8.88595,234.447,48,288.133,1,408,12610.1,637.382,163.207,6229.85,129816,1,663,3600,-1
025,18410,4714,8.91417,239.837,42,284.138,1,439,15718.7,646.884,217.522,2962.07,114764,1,677,3600,-1
026,13388,3937,8.95722,191.374,42,206.563,1,346,9261.45,525.565,104.938,4855.33,116868,1,677,3600,-1
027,23049,6032,8.87405,308.562,9,437.596,1,646,33087.4,861.704,291.825,17204.1,593437,1,643,3600,-1
028,36498,8645,8.82736,459.16,18,691.351,1,949,55106.1,1231.84,523.811,6407.64,470838,1,638,3600,-1
029,24195,5734,8.78447,321.592,91,358.486,1,514,15952.8,855.823,341.708,3531.59,166720,1,618,3600,-1
030,14683,4367,8.78478,204.451,37,257.973,1,371,9571.53,648.993,181.728,2185.48,82778.2,1,600,3600,-1
031,44652,9350,8.94152,545.267,72,794.972,1,1023,57843.2,1279.72,545.314,5591.88,276154,1,660,3600,-1
032,31027,7802,8.86138,377.901,72,507.673,1,669,22187.7,1139.27,390.588,12406.2,584473,1,638,3600,-1
033,15632,4086,8.72535,203.415,29,253.054,1,388,11457.2,658.653,203.538,5669.46,153621,1,607,3600,-1
034,17055,3956,8.90319,233.985,89,216.43,1,339,7659.08,528.332,141.265,5949.58,131169,1,670,3600,-1
035,24373,6338,8.8369,319.144,39,442.436,1,613,21901.1,901.541,392.599,5075.22,147525,1,635,3600,-1
036,14954,3823,8.79535,216.048,34,243.729,1,411,15989.7,561.117,177.088,2937.94,81246.9,1,620,3600,-1
037,24119,5629,8.87384,302.132,57,388.541,1,542,17384.4,820.824,300.923,3645.98,109929,1,638,3600,-1
038,68370,10664,8.80086,780.633,74,1176.97,1,1523,159567,1596.3,812.932,8805.9,462496,1,617,3600,-1
039,26951,6144,8.8273,345.721,96,396.927,1,567,17194.1,891.614,293.025,2287.01,144313,1,641,3600,-1
040,30179,7926,8.85691,365.961,27,563.539,1,738,26810.6,1118.67,577.817,2814.89,125787,1,651,3600,-1
041,24946,5998,8.8307,317.549,109,338.752,1,458,10406,881.779,282.067,5686.2,189582,1,634,3600,-1
042,15716,4227,8.84068,217.455,47,256.939,1,376,10997.9,597.047,167.595,5561.52,95294.8,1,649,3600,-1
043,17722,4964,8.8711,257.451,38,325.586,1,482,19297.2,657.703,173.25,3531.81,130048,1,662,3600,-1
044,14646,4110,8.80513,218.895,28,282.49,1,417,15750.5,559.671,123.953,3006.79,62044.4,1,633,3600,-1
045,17510,4353,8.80165,243.987,22,301.617,1,483,23104.6,647.72,175.239,3351.26,136531,1,630,3600,-1
046,19076,5023,8.83414,258.494,49,303.327,1,458,15717.9,731.004,250.646,3646.77,126656,1,633,3600,-1
047,55312,10132,8.95243,628.731,54,962.577,1,1230,98357.2,1351.47,610.392,6328.24,439802,1,684,3600,-1
048,49373,10175,8.81973,597.304,72,869.361,1,1134,69880,1516.35,664.307,4295.65,320226,1,615,3600,-1
050,24198,5624,8.71101,314.134,11,451.132,1,654,33697.9,873.929,345.263,4716.28,233444,1,595,3600,-1
