rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
001,274,397,6.73049,10.1811,1,10.1598,1,23,22.248,56.716,1.73765,162.5,893.011,1,325,3600,-1
001,289,407,6.87322,10.8292,3,10.5712,1,23,25.6973,57.2699,1.58393,191.66,1052.47,1,331,3600,1
001,426,402,6.63407,17.5458,7,12.5376,1,28,43.0895,55.9654,1.28617,220.939,894.429,1,320,3600,3
001,472,388,6.61248,20.1789,9,15.0795,1,31,55.5593,55.1443,1.67517,175.546,908.931,1,306,3600,7
001,611,407,6.44724,29.8544,25,8.49228,1,17,8.40563,58.8528,1.75238,164,828.714,1,333,3600,9
001,684,387,6.33058,35.5089,26,7.07409,1,19,7.6462,47.4386,0.710667,173,747.367,1,323,3600,25
001,693,355,5.98145,36.2858,31,6.89008,1,16,7.39524,48.9549,0.629361,115.084,657.428,1,290,3600,26
001,785,374,6.42669,41.9658,35,9.32228,1,18,14.8082,51.5011,1.48109,160.5,705.926,1,298,3600,31
001,797,387,6.50283,42.7028,36,9.86588,1,20,20.2787,49.6179,1.10156,116.478,615.56,1,318,3600,35
001,886,392,6.0514,47.0444,38,8.92397,1,21,13.1602,61.7916,1.98211,223,801.194,1,292,3600,36
001,906,411,5.94845,48.2506,42,9.53363,1,19,20.4946,64.2611,1.49811,167.075,912.554,1,303,3600,38
001,1042,383,6.43301,56.5086,48,6.36652,1,18,6.07487,51.1874,0.805124,212,743.105,1,295,3600,42
001,1061,395,6.31873,57.8428,52,6.9896,1,17,8.48199,50.6636,0.496429,139,771.546,1,305,3600,48
001,1131,414,6.41497,61.4614,54,6.93719,1,20,6.31913,57.1142,1.09322,170.051,787.568,1,318,3600,52
001,1179,460,6.51097,63.7469,58,8.23722,1,19,13.2073,61.32,0.645056,171,1102.3,1,344,3600,54
001,1325,416,5.9849,70.4997,60,11.3507,1,26,38.014,66.3585,1.68516,181.561,798.385,1,284,3600,58
001,1364,417,6.62339,71.7131,63,12.0967,1,25,46.0127,64.9197,1.50532,183.88,1047.52,1,287,3600,60
001,1673,429,6.38131,88.4931,75,8.32281,1,34,67.5216,57.9616,1.31433,147.653,862.21,1,280,3600,63
001,1726,438,6.1888,91.9347,86,9.75395,1,20,13.1897,53.9874,2.02092,148.021,1127.18,1,295,3600,75
001,1784,438,5.38834,96.5681,87,6.5105,1,23,14.0137,51.2421,0.726795,154.25,688.943,1,293,3600,86
001,1815,422,6.16104,97.9525,93,5.91282,1,16,7.31131,53.3108,0.496124,128,743.38,1,294,3600,87
001,1875,461,5.9855,101.246,96,7.7903,1,17,11.7963,57.9264,0.666667,162,807.486,1,308,3600,93
