rep,node,steps,update_discovered
001,1,1000,17911
002,1,1000,17692
003,1,1000,17720
004,1,1000,17621
005,1,1000,17834
006,1,1000,17400
007,1,1000,17645
008,1,1000,17657
009,1,1000,17704
010,1,1000,17213
011,1,1000,17771
012,1,1000,17746
013,1,1000,17861
014,1,1000,17673
015,1,1000,17744
016,1,1000,18038
017,1,1000,18023
018,1,1000,17761
019,1,1000,17801
020,1,1000,17692
021,1,1000,17608
022,1,1000,17571
023,1,1000,18039
024,1,1000,18023
025,1,1000,17898
026,1,1000,17664
027,1,1000,17730
028,1,1000,18165
029,1,1000,17194
030,1,1000,17558
031,1,1000,17764
032,1,1000,17562
033,1,1000,17938
034,1,1000,17890
035,1,1000,17645
036,1,1000,17996
037,1,1000,18047
038,1,1000,17890
039,1,1000,17630
040,1,1000,18036
041,1,1000,18011
042,1,1000,17294
043,1,1000,17352
044,1,1000,17862
045,1,1000,17946
046,1,1000,17537
047,1,1000,18506
048,1,1000,18030
049,1,1000,18150
050,1,1000,17716
