rep,node,steps,update_discovered
001,1,1000,35715
002,1,1000,35318
003,1,1000,35133
004,1,1000,35842
005,1,1000,36019
006,1,1000,35461
007,1,1000,35563
008,1,1000,35590
009,1,1000,35225
010,1,1000,35587
011,1,1000,35004
012,1,1000,35573
013,1,1000,35586
014,1,1000,36149
015,1,1000,35625
016,1,1000,34784
017,1,1000,35300
018,1,1000,35424
019,1,1000,35284
020,1,1000,34954
021,1,1000,35846
022,1,1000,35423
023,1,1000,35886
024,1,1000,36191
025,1,1000,35755
026,1,1000,35707
027,1,1000,36284
028,1,1000,35275
029,1,1000,34903
030,1,1000,35764
031,1,1000,35919
032,1,1000,35787
033,1,1000,36196
034,1,1000,34997
035,1,1000,35074
036,1,1000,35863
037,1,1000,34849
038,1,1000,35033
039,1,1000,35741
040,1,1000,34760
041,1,1000,35323
042,1,1000,35872
043,1,1000,36287
044,1,1000,35833
045,1,1000,35372
046,1,1000,35196
047,1,1000,34899
048,1,1000,35492
049,1,1000,35523
050,1,1000,35142
