rep,node,steps,update_discovered
001,1,505,99772
002,1,525,99968
003,1,503,99688
004,1,505,99756
005,1,499,99728
006,1,506,99893
007,1,507,99830
008,1,506,99938
009,1,495,99998
010,1,508,99820
011,1,509,99952
012,1,511,99860
013,1,514,99888
014,1,519,99836
015,1,505,99968
016,1,512,99884
017,1,505,99992
018,1,507,99813
019,1,511,99919
020,1,507,99955
021,1,511,99932
022,1,528,99907
023,1,509,99593
024,1,513,99832
025,1,490,99916
026,1,488,99797
027,1,496,99847
028,1,503,99905
029,1,490,99881
030,1,491,99691
031,1,519,99861
032,1,496,99963
033,1,504,99940
034,1,513,99947
035,1,501,99882
036,1,503,99973
037,1,507,99893
038,1,509,99966
039,1,510,99758
040,1,502,99964
041,1,509,99663
042,1,527,99933
043,1,502,99767
044,1,504,99930
045,1,500,99841
046,1,521,99767
047,1,509,99965
048,1,500,99728
049,1,506,99799
050,1,507,99975
