rep,node,steps,update_discovered
001,1,4,78
001,2,3,19
001,3,5,72
001,4,5,46
001,5,1000,17604
002,1,3,36
002,2,4,66
002,3,6,116
002,4,16,257
002,5,1000,17730
003,1,4,88
003,2,4,84
003,3,5,145
003,4,10,196
003,5,1000,17932
004,1,3,55
004,2,4,83
004,3,5,89
004,4,6,134
004,5,1000,17441
005,1,3,27
005,2,4,76
005,3,4,25
005,4,6,88
005,5,1000,17822
006,1,3,70
006,2,5,66
006,3,5,110
006,4,6,119
006,5,1000,17662
007,1,3,41
007,2,4,71
007,3,5,80
007,4,14,295
007,5,1000,17532
008,1,3,12
008,2,5,79
008,3,5,59
008,4,3,49
008,5,1000,17782
009,1,4,40
009,2,3,30
009,3,4,49
009,4,5,112
009,5,1000,17851
010,1,4,38
010,2,4,75
010,3,7,152
010,4,7,109
010,5,1000,17465
011,1,4,47
011,2,4,57
011,3,6,148
011,4,6,144
011,5,1000,17743
012,1,4,25
012,2,4,77
012,3,3,18
012,4,6,108
012,5,1000,18322
013,1,3,15
013,2,4,53
013,3,4,76
013,4,3,32
013,5,1000,17959
014,1,3,42
014,2,4,41
014,3,4,48
014,4,5,69
014,5,1000,17807
015,1,3,28
015,2,5,87
015,3,5,74
015,4,4,47
015,5,1000,17669
016,1,3,13
016,2,5,105
016,3,5,106
016,4,5,116
016,5,1000,18073
017,1,3,56
017,2,4,63
017,3,4,79
017,4,5,78
017,5,1000,18039
018,1,3,34
018,2,4,111
018,3,5,68
018,4,7,101
018,5,1000,18146
019,1,4,30
019,2,5,92
019,3,4,84
019,4,6,99
019,5,1000,17610
020,1,4,58
020,2,4,48
020,3,4,40
020,4,5,93
020,5,1000,17622
021,1,4,104
021,2,5,24
021,3,6,136
021,4,7,125
021,5,1000,17773
022,1,3,12
022,2,3,29
022,3,3,16
022,4,5,101
022,5,1000,17900
023,1,3,17
023,2,4,89
023,3,7,160
023,4,1000,20281
023,5,6,176
024,1,4,51
024,2,4,44
024,3,4,77
024,4,5,113
024,5,1000,18046
025,1,3,24
025,2,4,62
025,3,5,103
025,4,6,127
025,5,1000,17587
026,1,5,125
026,2,5,58
026,3,4,45
026,4,4,82
026,5,1000,18179
027,1,6,90
027,2,4,83
027,3,5,98
027,4,3,22
027,5,1000,17767
028,1,4,90
028,2,3,45
028,3,5,66
028,4,4,59
028,5,1000,17785
029,1,3,23
029,2,4,63
029,3,3,59
029,4,4,56
029,5,1000,17343
030,1,3,21
030,2,6,85
030,3,6,76
030,4,5,87
030,5,1000,17723
031,1,4,54
031,2,5,78
031,3,5,75
031,4,5,64
031,5,1000,18178
032,1,4,74
032,2,5,45
032,3,4,44
032,4,5,88
032,5,1000,17843
033,1,5,65
033,2,5,66
033,3,6,117
033,4,10,251
033,5,1000,17534
034,1,3,15
034,2,6,110
034,3,5,84
034,4,9,149
034,5,1000,18117
035,1,4,88
035,2,3,23
035,3,5,120
035,4,6,121
035,5,1000,17991
036,1,4,59
036,2,4,90
036,3,4,73
036,4,6,117
036,5,1000,17880
037,1,4,25
037,2,5,41
037,3,7,164
037,4,11,223
037,5,1000,18083
038,1,4,94
038,2,4,49
038,3,3,24
038,4,7,146
038,5,1000,17871
039,1,3,41
039,2,4,73
039,3,5,96
039,4,1000,20303
039,5,8,167
040,1,3,37
040,2,5,109
040,3,4,62
040,4,1000,19715
040,5,9,215
041,1,4,50
041,2,6,130
041,3,7,140
041,4,10,191
041,5,1000,18241
042,1,4,57
042,2,4,120
042,3,4,83
042,4,19,342
042,5,1000,17929
043,1,3,22
043,2,4,28
043,3,5,95
043,4,10,167
043,5,1000,17754
044,1,3,35
044,2,3,52
044,3,6,102
044,4,5,62
044,5,1000,18167
045,1,4,104
045,2,4,105
045,3,6,111
045,4,3,20
045,5,1000,18148
046,1,3,26
046,2,4,103
046,3,5,111
046,4,7,154
046,5,1000,17702
047,1,4,37
047,2,4,43
047,3,6,90
047,4,6,156
047,5,1000,18157
048,1,4,40
048,2,5,63
048,3,5,100
048,4,9,119
048,5,1000,17612
049,1,4,73
049,2,4,70
049,3,4,80
049,4,6,118
049,5,1000,17433
050,1,4,82
050,2,5,105
050,3,5,87
050,4,25,465
050,5,1000,17869
