rep,node,steps,update_discovered
001,1,4,62
001,2,5,152
001,3,6,87
001,4,11,263
001,5,1000,25877
002,1,4,55
002,2,3,22
002,3,6,135
002,4,11,288
002,5,1000,25623
003,1,3,26
003,2,5,139
003,3,7,221
003,4,5,133
003,5,1000,25543
004,1,4,120
004,2,7,92
004,3,5,106
004,4,12,328
004,5,1000,25104
005,1,4,50
005,2,4,51
005,3,6,109
005,4,5,100
005,5,1000,25351
006,1,6,122
006,2,5,169
006,3,11,265
006,4,1000,28578
006,5,8,288
007,1,4,43
007,2,5,37
007,3,7,131
007,4,5,159
007,5,1000,25546
008,1,4,60
008,2,5,91
008,3,6,131
008,4,8,184
008,5,1000,25624
009,1,4,57
009,2,4,38
009,3,8,206
009,4,7,161
009,5,1000,25489
010,1,5,90
010,2,4,118
010,3,3,28
010,4,14,368
010,5,1000,25392
011,1,4,115
011,2,4,42
011,3,6,157
011,4,7,155
011,5,1000,25881
012,1,5,111
012,2,5,136
012,3,7,188
012,4,13,334
012,5,1000,25846
013,1,3,12
013,2,3,38
013,3,7,76
013,4,7,181
013,5,1000,25042
014,1,5,92
014,2,3,20
014,3,5,125
014,4,7,185
014,5,1000,26068
015,1,5,114
015,2,7,147
015,3,6,134
015,4,8,234
015,5,1000,25728
016,1,4,47
016,2,3,29
016,3,4,72
016,4,6,143
016,5,1000,25704
017,1,4,89
017,2,4,121
017,3,5,91
017,4,9,192
017,5,1000,24896
018,1,5,115
018,2,6,150
018,3,10,182
018,4,7,166
018,5,1000,25300
019,1,4,88
019,2,4,97
019,3,5,110
019,4,8,163
019,5,1000,26201
020,1,4,47
020,2,8,206
020,3,9,228
020,4,21,583
020,5,1000,25201
021,1,4,42
021,2,5,120
021,3,7,184
021,4,6,181
021,5,1000,26058
022,1,5,106
022,2,5,126
022,3,5,137
022,4,35,998
022,5,1000,26255
023,1,3,61
023,2,4,89
023,3,5,164
023,4,10,226
023,5,1000,26036
024,1,3,42
024,2,4,63
024,3,6,124
024,4,6,133
024,5,1000,24724
025,1,5,66
025,2,4,29
025,3,6,174
025,4,11,282
025,5,1000,25848
026,1,3,11
026,2,5,112
026,3,8,197
026,4,10,242
026,5,1000,25683
027,1,6,80
027,2,7,103
027,3,5,112
027,4,7,165
027,5,1000,25520
028,1,4,57
028,2,5,116
028,3,5,153
028,4,8,168
028,5,1000,25095
029,1,4,44
029,2,5,139
029,3,5,166
029,4,9,209
029,5,1000,25889
030,1,6,143
030,2,5,76
030,3,7,151
030,4,8,170
030,5,1000,25219
031,1,4,63
031,2,3,30
031,3,5,63
031,4,11,241
031,5,1000,25772
032,1,5,136
032,2,6,121
032,3,8,197
032,4,7,208
032,5,1000,25486
033,1,3,30
033,2,4,82
033,3,5,44
033,4,8,170
033,5,1000,26054
034,1,4,82
034,2,8,216
034,3,12,225
034,4,8,195
034,5,1000,25179
035,1,4,130
035,2,5,118
035,3,8,218
035,4,11,313
035,5,1000,24868
036,1,4,63
036,2,6,136
036,3,8,164
036,4,7,144
036,5,1000,25901
037,1,4,47
037,2,4,27
037,3,8,197
037,4,7,168
037,5,1000,25265
038,1,4,70
038,2,5,171
038,3,7,180
038,4,8,184
038,5,1000,25237
039,1,5,173
039,2,3,43
039,3,8,194
039,4,8,188
039,5,1000,26020
040,1,3,37
040,2,3,50
040,3,4,81
040,4,5,110
040,5,1000,25664
041,1,5,125
041,2,4,97
041,3,4,49
041,4,1000,27981
041,5,10,338
042,1,4,92
042,2,3,23
042,3,6,183
042,4,10,268
042,5,1000,25864
043,1,3,40
043,2,3,58
043,3,5,81
043,4,7,150
043,5,1000,25668
044,1,3,40
044,2,4,38
044,3,7,164
044,4,12,306
044,5,1000,25024
045,1,4,64
045,2,5,180
045,3,6,152
045,4,10,261
045,5,1000,25373
046,1,3,62
046,2,4,69
046,3,5,135
046,4,5,208
046,5,1000,25405
047,1,5,62
047,2,5,152
047,3,5,122
047,4,12,281
047,5,1000,25479
048,1,4,57
048,2,4,64
048,3,6,149
048,4,7,216
048,5,1000,25419
049,1,4,122
049,2,5,134
049,3,7,238
049,4,8,257
049,5,1000,26080
050,1,3,19
050,2,6,161
050,3,4,75
050,4,13,248
050,5,1000,25145
