rep,node,steps,update_discovered
001,1,8,384
001,2,19,1575
001,3,31,2748
001,4,62,4805
001,5,1000,67112
002,1,10,905
002,2,19,1179
002,3,25,1590
002,4,45,3636
002,5,1000,69634
003,1,9,512
003,2,12,817
003,3,21,1492
003,4,64,4413
003,5,1000,69444
004,1,8,283
004,2,13,1103
004,3,10,669
004,4,54,4029
004,5,1000,68414
005,1,10,583
005,2,19,1234
005,3,29,2400
005,4,53,4629
005,5,1000,68205
006,1,7,476
006,2,17,1773
006,3,14,943
006,4,40,2960
006,5,1000,67899
007,1,9,525
007,2,9,785
007,3,15,1056
007,4,45,3040
007,5,1000,69007
008,1,11,689
008,2,11,792
008,3,17,1264
008,4,53,4960
008,5,1000,68246
009,1,8,452
009,2,11,575
009,3,19,1431
009,4,44,2803
009,5,1000,68912
010,1,10,821
010,2,19,1236
010,3,25,1612
010,4,81,5544
010,5,1000,69658
011,1,9,890
011,2,12,598
011,3,19,1733
011,4,24,2075
011,5,1000,67673
012,1,9,791
012,2,13,939
012,3,13,625
012,4,42,3091
012,5,1000,68940
013,1,7,146
013,2,8,418
013,3,16,1234
013,4,52,4358
013,5,1000,68448
014,1,9,768
014,2,10,796
014,3,23,1930
014,4,86,6461
014,5,1000,68523
015,1,7,482
015,2,18,1515
015,3,20,1337
015,4,65,4634
015,5,1000,68571
016,1,7,336
016,2,11,859
016,3,16,1285
016,4,48,3450
016,5,1000,67635
017,1,7,631
017,2,13,713
017,3,25,1942
017,4,57,3874
017,5,1000,69241
018,1,8,503
018,2,11,963
018,3,24,2006
018,4,55,3856
018,5,1000,68415
019,1,10,732
019,2,12,684
019,3,38,2045
019,4,42,3187
019,5,1000,68731
020,1,7,432
020,2,13,661
020,3,14,1024
020,4,69,4927
020,5,1000,69699
021,1,10,584
021,2,16,1498
021,3,26,2043
021,4,71,5411
021,5,1000,68848
022,1,7,1140
022,2,12,680
022,3,13,949
022,4,58,4138
022,5,1000,68174
023,1,13,695
023,2,19,1683
023,3,18,1641
023,4,44,3237
023,5,1000,68907
024,1,10,784
024,2,14,867
024,3,17,1127
024,4,21,1712
024,5,1000,68193
025,1,7,382
025,2,14,1002
025,3,12,974
025,4,65,4896
025,5,1000,68019
026,1,10,871
026,2,19,1067
026,3,20,1590
026,4,65,5131
026,5,1000,69050
027,1,6,331
027,2,10,417
027,3,28,1866
027,4,48,3820
027,5,1000,68088
028,1,11,392
028,2,6,249
028,3,14,1388
028,4,45,3656
028,5,1000,67814
029,1,9,728
029,2,11,986
029,3,13,1417
029,4,68,4392
029,5,1000,68551
030,1,8,595
030,2,13,765
030,3,20,2016
030,4,49,4013
030,5,1000,68775
031,1,13,673
031,2,9,566
031,3,17,1234
031,4,58,3857
031,5,1000,68868
032,1,8,460
032,2,12,693
032,3,14,1328
032,4,47,3588
032,5,1000,68009
033,1,11,815
033,2,15,943
033,3,28,2405
033,4,50,4076
033,5,1000,70254
034,1,8,486
034,2,16,979
034,3,35,2636
034,4,99,7707
034,5,1000,68047
035,1,8,443
035,2,15,939
035,3,13,858
035,4,79,5701
035,5,1000,69443
036,1,9,923
036,2,11,838
036,3,11,599
036,4,52,3842
036,5,1000,68825
037,1,10,675
037,2,12,1030
037,3,23,1394
037,4,27,2469
037,5,1000,67284
038,1,8,612
038,2,11,628
038,3,16,1366
038,4,48,3603
038,5,1000,68933
039,1,9,553
039,2,16,1107
039,3,18,1241
039,4,29,1998
039,5,1000,68639
040,1,8,452
040,2,9,553
040,3,22,1526
040,4,32,2284
040,5,1000,68446
041,1,10,659
041,2,18,1660
041,3,26,1854
041,4,67,5370
041,5,1000,68031
042,1,15,1011
042,2,12,948
042,3,29,2325
042,4,31,2354
042,5,1000,68614
043,1,10,649
043,2,15,1282
043,3,19,1603
043,4,59,4871
043,5,1000,66855
044,1,8,508
044,2,12,1130
044,3,17,982
044,4,46,3589
044,5,1000,68643
045,1,9,575
045,2,10,845
045,3,20,1414
045,4,76,6381
045,5,1000,69206
046,1,9,516
046,2,12,692
046,3,25,1949
046,4,30,2654
046,5,1000,68980
047,1,10,893
047,2,14,801
047,3,25,2499
047,4,40,2974
047,5,1000,67627
048,1,12,538
048,2,18,1255
048,3,15,1113
048,4,39,2720
048,5,1000,69714
049,1,10,809
049,2,16,1369
049,3,22,2244
049,4,32,2554
049,5,1000,69060
050,1,8,415
050,2,18,1446
050,3,22,2058
050,4,55,3952
050,5,1000,68726
