rep,node,steps,update_discovered
001,1,112,99286
002,1,112,99698
003,1,109,99699
004,1,110,99427
005,1,105,99400
006,1,108,98966
007,1,105,98796
008,1,107,99125
009,1,115,99845
010,1,112,99313
011,1,106,99700
012,1,109,99628
013,1,108,99319
014,1,107,99024
015,1,111,98806
016,1,111,99412
017,1,115,99938
018,1,110,99813
019,1,114,98452
020,1,108,99614
021,1,114,99710
022,1,123,99041
023,1,113,99808
024,1,108,98588
025,1,109,99785
026,1,114,99576
027,1,107,99528
028,1,116,99762
029,1,104,99433
030,1,112,99508
031,1,110,99816
032,1,115,99886
033,1,108,99894
034,1,118,99172
035,1,104,99610
036,1,113,98945
037,1,108,99704
038,1,104,98204
039,1,111,98808
040,1,110,98211
041,1,108,99819
042,1,106,98819
043,1,112,98858
044,1,114,97946
045,1,114,99910
046,1,108,99563
047,1,110,99719
048,1,104,99197
049,1,108,99373
050,1,112,99927
