rep,node,steps,update_discovered
001,1,4,68
001,2,5,111
001,3,7,226
001,4,8,225
001,5,1000,20294
002,1,3,18
002,2,5,157
002,3,4,54
002,4,7,123
002,5,1000,20568
003,1,4,110
003,2,6,164
003,3,4,26
003,4,7,140
003,5,1000,21199
004,1,3,28
004,2,6,119
004,3,4,42
004,4,4,88
004,5,1000,20952
005,1,4,74
005,2,4,78
005,3,5,102
005,4,4,63
005,5,1000,20647
006,1,3,32
006,2,4,56
006,3,4,58
006,4,5,93
006,5,1000,20215
007,1,3,20
007,2,5,79
007,3,6,84
007,4,6,96
007,5,1000,20766
008,1,5,116
008,2,4,63
008,3,6,120
008,4,6,154
008,5,1000,20155
009,1,5,60
009,2,4,127
009,3,5,235
009,4,9,212
009,5,1000,20286
010,1,3,47
010,2,5,153
010,3,6,149
010,4,4,85
010,5,1000,21112
011,1,4,60
011,2,4,86
011,3,5,100
011,4,6,123
011,5,1000,21622
012,1,5,93
012,2,3,23
012,3,5,83
012,4,5,108
012,5,1000,20634
013,1,4,104
013,2,5,118
013,3,8,189
013,4,5,118
013,5,1000,20644
014,1,4,62
014,2,4,67
014,3,5,109
014,4,7,109
014,5,1000,20854
015,1,3,40
015,2,3,6
015,3,6,148
015,4,11,296
015,5,1000,20456
016,1,3,25
016,2,3,27
016,3,4,70
016,4,5,117
016,5,1000,20295
017,1,4,71
017,2,6,136
017,3,7,134
017,4,10,227
017,5,1000,20937
018,1,3,32
018,2,4,54
018,3,8,132
018,4,5,145
018,5,1000,20379
019,1,3,61
019,2,3,34
019,3,4,49
019,4,5,96
019,5,1000,20849
020,1,7,108
020,2,5,102
020,3,3,59
020,4,5,174
020,5,1000,20447
021,1,4,73
021,2,4,70
021,3,4,129
021,4,6,193
021,5,1000,20574
022,1,8,132
022,2,3,15
022,3,7,155
022,4,10,232
022,5,1000,20641
023,1,4,85
023,2,4,126
023,3,4,117
023,4,4,67
023,5,1000,20702
024,1,4,54
024,2,6,109
024,3,4,87
024,4,4,63
024,5,1000,21015
025,1,4,142
025,2,5,101
025,3,4,29
025,4,7,231
025,5,1000,20507
026,1,4,58
026,2,4,145
026,3,9,183
026,4,5,123
026,5,1000,20882
027,1,5,82
027,2,5,64
027,3,6,81
027,4,4,39
027,5,1000,20689
028,1,4,49
028,2,5,79
028,3,6,212
028,4,5,84
028,5,1000,20653
029,1,3,37
029,2,6,87
029,3,6,114
029,4,4,104
029,5,1000,21072
030,1,4,85
030,2,4,131
030,3,4,85
030,4,6,121
030,5,1000,21089
031,1,4,50
031,2,3,25
031,3,5,92
031,4,7,171
031,5,1000,20704
032,1,4,66
032,2,4,58
032,3,5,128
032,4,7,192
032,5,1000,20301
033,1,3,32
033,2,4,52
033,3,6,85
033,4,8,166
033,5,1000,20530
034,1,3,29
034,2,3,36
034,3,4,185
034,4,9,130
034,5,1000,21034
035,1,5,128
035,2,5,48
035,3,4,53
035,4,6,135
035,5,1000,20730
036,1,5,133
036,2,5,61
036,3,4,38
036,4,19,526
036,5,1000,20863
037,1,5,102
037,2,5,107
037,3,4,72
037,4,11,269
037,5,1000,20797
038,1,4,46
038,2,3,25
038,3,6,93
038,4,3,62
038,5,1000,20999
039,1,3,77
039,2,5,151
039,3,5,119
039,4,7,144
039,5,1000,20579
040,1,4,83
040,2,4,29
040,3,3,23
040,4,1000,23505
040,5,13,371
041,1,4,27
041,2,6,177
041,3,9,177
041,4,8,266
041,5,1000,21131
042,1,4,77
042,2,6,73
042,3,3,26
042,4,1000,23595
042,5,8,293
043,1,4,141
043,2,6,128
043,3,4,59
043,4,7,200
043,5,1000,20877
044,1,4,38
044,2,4,60
044,3,4,107
044,4,3,23
044,5,1000,21146
045,1,5,128
045,2,6,146
045,3,3,57
045,4,7,128
045,5,1000,21220
046,1,4,32
046,2,5,78
046,3,3,25
046,4,4,48
046,5,1000,20745
047,1,3,15
047,2,3,15
047,3,6,123
047,4,5,135
047,5,1000,20410
048,1,3,58
048,2,4,58
048,3,5,145
048,4,5,99
048,5,1000,20864
049,1,3,64
049,2,3,19
049,3,3,32
049,4,3,30
049,5,1000,20259
050,1,5,71
050,2,5,106
050,3,3,51
050,4,4,59
050,5,1000,20653
