rep,node,steps,update_discovered
001,1,478,99901
002,1,485,99980
003,1,506,99904
004,1,488,99791
005,1,474,99924
006,1,485,99833
007,1,499,99860
008,1,493,99719
009,1,494,99830
010,1,494,99944
011,1,482,99747
012,1,486,99962
013,1,486,99873
014,1,497,99661
015,1,497,99909
016,1,495,99923
017,1,480,99932
018,1,473,99863
019,1,496,99847
020,1,494,99991
021,1,482,99918
022,1,479,99999
023,1,488,99827
024,1,496,99776
025,1,502,99975
026,1,491,99810
027,1,493,99935
028,1,483,99903
029,1,493,99967
030,1,488,99934
031,1,487,99966
032,1,496,99852
033,1,482,99977
034,1,488,99931
035,1,482,99974
036,1,476,99943
037,1,491,99893
038,1,477,99957
039,1,494,99996
040,1,489,99795
041,1,493,99923
042,1,495,99803
043,1,496,99802
044,1,505,99960
045,1,478,99907
046,1,485,99943
047,1,478,99941
048,1,487,99896
049,1,476,99833
050,1,499,99998
