rep,Generation,phylogenetic_diversity,diversity,ave_depth,mrca_depth,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,num_roots,num_active_taxa,num_total_orgs
002,82183,13945,8.78449,957.127,84,1516.69,1,1845,220277,2031.49,979.093,18969.4,2012890,1,631,3600,-1
003,23477,5709,8.82802,320.541,113,344.083,1,480,10147.5,846.873,280.792,3947.54,215856,1,619,3600,-1
006,51790,10378,8.85104,613.566,52,817.115,1,1154,62512.7,1542.57,634.619,16261.3,1380930,1,623,3600,-1
006,53313,9648,8.85756,630.336,101,851.56,1,1165,67088.5,1339.74,707.714,2682.91,141010,1,671,3600,52
007,16906,4853,8.80558,226.519,92,229.393,1,318,4389.52,699.019,185.987,3054.1,71626.6,1,633,3600,-1
009,16139,4513,8.87759,234.297,35,178.136,1,455,10060.2,607.792,107.303,5691.92,125597,1,653,3600,-1
010,55299,8576,8.84553,651.714,124,692.963,1,1122,89623.8,1268.57,376.048,5179.68,523641,1,627,3600,-1
011,52321,9195,8.829,611.214,41,810.526,1,1188,84121.5,1338.12,613.619,5805.99,268798,1,639,3600,-1
012,38722,7920,8.85289,487.744,51,646.232,1,962,70007.8,1118.89,331.014,3444.26,258494,1,644,3600,-1
013,12234,3752,8.81139,186.366,49,203.278,1,306,7797.89,499.664,147.196,7349.32,121238,1,631,3600,-1
014,93629,15101,8.85286,1052.5,25,1693.91,1,2186,334567,2136.65,905.513,11364.8,1286930,1,649,3600,-1
015,21062,5686,8.90822,289.448,5,337.228,1,624,26909,794.97,145.622,5764.23,205162,1,646,3600,-1
018,44225,10250,8.85989,535.819,55,771.693,1,1024,56316.4,1415.13,519.681,6210.22,657439,1,659,3600,-1
019,71837,11286,8.85648,815.971,78,1145.9,1,1542,174041,1657.11,734.978,9379.27,823211,1,630,3600,-1
020,64088,10328,8.85763,734.467,50,941.933,1,1460,143896,1521.66,604.531,4793.28,411783,1,630,3600,-1
021,31719,6813,8.84838,391.866,78,406.201,1,711,23585.5,991.082,326.121,7501.07,347260,1,643,3600,-1
022,21321,6360,8.89117,288.805,15,425.099,1,609,25094.5,839.833,195.245,2400.16,107687,1,658,3600,-1
023,23764,6070,8.81696,323.262,10,443.593,1,672,35586.8,885.024,393.72,7720.45,392203,1,625,3600,-1
024,22217,5016,8.84614,292.12,130,219.441,1,353,7275.79,713.688,160.859,2773.61,114380,1,640,3600,-1
024,44086,9420,8.81707,536.452,133,672.67,1,887,31152.6,1369.74,762.331,18202.5,1086250,1,624,3600,130
025,12507,3900,8.80436,184.555,30,228.466,1,342,10280.3,540.623,119.225,1472.14,57675.5,1,629,3600,-1
026,40658,9409,8.92644,475.517,22,726.2,1,998,48280.7,1283.42,585.847,9975.32,436330,1,678,3600,-1
029,32566,7439,8.85168,404.86,69,475.785,1,708,30903.6,1067.74,322.748,5203.43,344190,1,641,3600,-1
030,46474,9370,8.82485,561.324,81,796.518,1,1015,68680.3,1373.5,499.838,7459.44,714303,1,622,3600,-1
031,95583,12658,8.88711,1123.93,53,1516.74,1,2215,397920,1768.91,815.694,6124.98,848548,1,658,3600,-1
032,14815,4046,8.88975,218.187,91,196.756,1,290,5177.68,539.134,129.84,2907.98,79762.2,1,668,3600,-1
033,34563,8086,8.88975,426.009,38,632.74,1,832,40431.3,1118.59,460.91,3434.87,220754,1,652,3600,-1
034,65705,11745,8.80235,756.287,21,1204.34,1,1595,160511,1705.88,920.797,8374.13,920632,1,641,3600,-1
036,92371,13586,8.86715,1032.04,80,1383.03,1,1965,303053,1936.35,735.264,8194.82,1368990,1,663,3600,-1
037,21293,5180,8.8443,280.584,92,281.959,1,434,10171.7,748.596,189.022,4239.47,124623,1,636,3600,-1
039,26415,6991,8.89632,337.925,38,486.158,1,658,22067.3,940.638,386.07,4751.88,191775,1,662,3600,-1
040,76583,13385,8.87169,891.496,11,1469.45,1,1851,208144,1921.94,1020.27,6820.79,570881,1,646,3600,-1
041,44276,9950,8.84452,534.948,22,836.635,1,1091,63548.7,1481.18,653.169,6644.05,452399,1,618,3600,-1
042,28389,6706,8.96181,355.324,74,462.29,1,622,18473.9,865.742,396.552,2922.84,99159.4,1,689,3600,-1
044,66554,9878,8.83993,794.536,70,962.044,1,1490,146486,1392,623.034,3542.75,185925,1,648,3600,-1
045,47333,8154,8.85452,592.06,141,611.208,1,932,61042.9,1150.23,375.379,4234.37,216026,1,650,3600,-1
046,25143,5735,8.83907,327.311,54,380.247,1,588,26749.1,829.919,189.271,2874.45,122512,1,639,3600,-1
048,63079,12677,8.81423,733.067,76,1116.88,1,1389,95859.8,1880.49,948.894,5196.01,518442,1,621,3600,-1
049,20546,4998,8.77687,273.363,24,240.563,1,544,16746.6,729.278,156.145,3145.23,148400,1,619,3600,-1
050,36501,7607,8.83884,434.105,102,490.392,1,699,25571.1,1090.84,314.923,5643.43,374621,1,655,3600,-1
050,85370,14541,8.79369,979.973,121,1450.32,1,1789,180793,2127.84,1210.87,10400.3,1307810,1,620,3600,102
