rep,source_node,dest_node,num_steps,update_discovered
001,31,31,0,79889
001,30,30,0,74999
001,29,29,0,74037
001,12,12,0,17779
001,11,11,0,16439
001,10,10,0,14620
001,9,9,0,14556
001,8,8,0,12754
001,7,7,0,12731
001,6,6,0,6275
001,5,5,0,586
001,4,4,0,140
001,3,3,0,47
001,2,2,0,10
001,1,1,0,2
001,0,0,0,1
001,13,13,0,17942
001,14,14,0,18429
001,15,15,0,18681
001,16,16,0,18790
001,17,17,0,46527
001,18,18,0,46578
001,19,19,0,46958
001,20,20,0,49536
001,21,21,0,61091
001,22,22,0,61122
001,23,23,0,61191
001,24,24,0,62020
001,25,25,0,62128
001,26,26,0,62144
001,27,27,0,74032
001,28,28,0,74034
002,37,37,0,87001
002,36,36,0,69621
002,35,35,0,69522
002,34,34,0,67929
002,33,33,0,67761
002,32,32,0,67709
002,31,31,0,67701
002,30,30,0,67693
002,29,29,0,67267
002,12,12,0,42781
002,11,11,0,42575
002,10,10,0,26304
002,9,9,0,15522
002,8,8,0,14845
002,7,7,0,14807
002,6,6,0,648
002,5,5,0,530
002,4,4,0,87
002,3,3,0,28
002,2,2,0,6
002,1,1,0,2
002,0,0,0,1
002,13,13,0,42805
002,14,14,0,43272
002,15,15,0,43284
002,16,16,0,47385
002,17,17,0,57166
002,18,18,0,57182
002,19,19,0,57248
002,20,20,0,57342
002,21,21,0,60166
002,22,22,0,60175
002,23,23,0,60216
002,24,24,0,60513
002,25,25,0,61709
002,26,26,0,65509
002,27,27,0,65598
002,28,28,0,65730
003,46,46,0,99988
003,45,45,0,95691
003,44,44,0,92904
003,43,43,0,80056
003,42,42,0,80052
003,41,41,0,77481
003,40,40,0,77477
003,39,39,0,74069
003,38,38,0,73515
003,37,37,0,73496
003,36,36,0,73341
003,35,35,0,73321
003,34,34,0,71666
003,33,33,0,70410
003,32,32,0,64224
003,31,31,0,60439
003,30,30,0,57199
003,29,29,0,57190
003,12,12,0,5319
003,11,11,0,4720
003,10,10,0,4603
003,9,9,0,3516
003,8,8,0,3097
003,7,7,0,3066
003,6,6,0,3062
003,5,5,0,1684
003,4,4,0,177
003,3,3,0,15
003,2,2,0,6
003,1,1,0,2
003,0,0,0,1
003,13,13,0,5406
003,14,14,0,6202
003,15,15,0,8240
003,16,16,0,8270
003,17,17,0,10125
003,18,18,0,10135
003,19,19,0,10803
003,20,20,0,12221
003,21,21,0,12271
003,22,22,0,12355
003,23,23,0,12404
003,24,24,0,12860
003,25,25,0,19539
003,26,26,0,23396
003,27,27,0,56269
003,28,28,0,56494
004,35,35,0,97186
004,34,34,0,95071
004,33,33,0,94855
004,32,32,0,94778
004,31,31,0,91135
004,30,30,0,91122
004,29,29,0,89096
004,12,12,0,21196
004,11,11,0,21121
004,10,10,0,4277
004,9,9,0,2322
004,8,8,0,1715
004,7,7,0,1643
004,6,6,0,1631
004,5,5,0,1596
004,4,4,0,227
004,3,3,0,47
004,2,2,0,4
004,1,1,0,2
004,0,0,0,1
004,13,13,0,26636
004,14,14,0,27599
004,15,15,0,36030
004,16,16,0,36052
004,17,17,0,50275
004,18,18,0,50302
004,19,19,0,50307
004,20,20,0,52498
004,21,21,0,61495
004,22,22,0,61700
004,23,23,0,61809
004,24,24,0,61831
004,25,25,0,62062
004,26,26,0,73350
004,27,27,0,88971
004,28,28,0,89027
005,41,41,0,97491
005,40,40,0,97460
005,39,39,0,95802
005,38,38,0,95680
005,37,37,0,95648
005,36,36,0,93499
005,35,35,0,93496
005,34,34,0,92167
005,33,33,0,91805
005,32,32,0,91795
005,31,31,0,91687
005,30,30,0,88331
005,29,29,0,87449
005,12,12,0,43506
005,11,11,0,25598
005,10,10,0,24779
005,9,9,0,21610
005,8,8,0,21158
005,7,7,0,1896
005,6,6,0,1498
005,5,5,0,1493
005,4,4,0,131
005,3,3,0,38
005,2,2,0,4
005,1,1,0,2
005,0,0,0,1
005,13,13,0,43516
005,14,14,0,44155
005,15,15,0,46618
005,16,16,0,48808
005,17,17,0,48857
005,18,18,0,48867
005,19,19,0,48883
005,20,20,0,49353
005,21,21,0,54325
005,22,22,0,83319
005,23,23,0,83333
005,24,24,0,83923
005,25,25,0,87332
005,26,26,0,87366
005,27,27,0,87374
005,28,28,0,87388
006,30,30,0,95162
006,29,29,0,94110
006,12,12,0,18468
006,11,11,0,18448
006,10,10,0,17455
006,9,9,0,16275
006,8,8,0,15480
006,7,7,0,15461
006,6,6,0,1416
006,5,5,0,1414
006,4,4,0,333
006,3,3,0,33
006,2,2,0,5
006,1,1,0,2
006,0,0,0,1
006,13,13,0,45122
006,14,14,0,45301
006,15,15,0,45976
006,16,16,0,47383
006,17,17,0,67895
006,18,18,0,67921
006,19,19,0,68219
006,20,20,0,70073
006,21,21,0,78421
006,22,22,0,78447
006,23,23,0,83531
006,24,24,0,84343
006,25,25,0,88410
006,26,26,0,92735
006,27,27,0,92748
006,28,28,0,92937
007,54,54,0,98484
007,53,53,0,98017
007,52,52,0,97918
007,51,51,0,96830
007,50,50,0,96821
007,49,49,0,96234
007,48,48,0,95871
007,47,47,0,95811
007,46,46,0,95785
007,45,45,0,94816
007,44,44,0,93884
007,43,43,0,93867
007,42,42,0,93833
007,41,41,0,82506
007,40,40,0,82492
007,39,39,0,80463
007,38,38,0,79759
007,37,37,0,79689
007,36,36,0,72795
007,35,35,0,72725
007,34,34,0,66977
007,33,33,0,66653
007,32,32,0,66528
007,31,31,0,66517
007,30,30,0,62157
007,29,29,0,58875
007,12,12,0,15271
007,11,11,0,12923
007,10,10,0,8639
007,9,9,0,7961
007,8,8,0,7410
007,7,7,0,7398
007,6,6,0,2715
007,5,5,0,1314
007,4,4,0,59
007,3,3,0,45
007,2,2,0,7
007,1,1,0,2
007,0,0,0,1
007,13,13,0,15283
007,14,14,0,15312
007,15,15,0,15321
007,16,16,0,32555
007,17,17,0,38040
007,18,18,0,38053
007,19,19,0,38402
007,20,20,0,39557
007,21,21,0,47885
007,22,22,0,47901
007,23,23,0,47920
007,24,24,0,48056
007,25,25,0,52279
007,26,26,0,58268
007,27,27,0,58532
007,28,28,0,58537
008,17,17,0,82937
008,16,16,0,51250
008,15,15,0,51243
008,14,14,0,49931
008,13,13,0,49113
008,0,0,0,1
008,1,1,0,2
008,2,2,0,5
008,3,3,0,45
008,4,4,0,68
008,5,5,0,1892
008,6,6,0,5965
008,7,7,0,5966
008,8,8,0,10907
008,9,9,0,11123
008,10,10,0,13896
008,11,11,0,16576
008,12,12,0,39757
009,31,31,0,91140
009,30,30,0,88899
009,29,29,0,88767
009,12,12,0,19835
009,11,11,0,19834
009,10,10,0,18304
009,9,9,0,18237
009,8,8,0,18081
009,7,7,0,18066
009,6,6,0,9270
009,5,5,0,4441
009,4,4,0,342
009,3,3,0,46
009,2,2,0,5
009,1,1,0,2
009,0,0,0,1
009,13,13,0,20041
009,14,14,0,20208
009,15,15,0,20211
009,16,16,0,20212
009,17,17,0,20991
009,18,18,0,21015
009,19,19,0,21341
009,20,20,0,27490
009,21,21,0,38329
009,22,22,0,39714
009,23,23,0,48668
009,24,24,0,48765
009,25,25,0,51682
009,26,26,0,52312
009,27,27,0,88537
009,28,28,0,88697
010,42,42,0,78994
010,41,41,0,78988
010,40,40,0,72719
010,39,39,0,72265
010,38,38,0,72198
010,37,37,0,72193
010,36,36,0,63134
010,35,35,0,58826
010,34,34,0,58778
010,33,33,0,58302
010,32,32,0,58183
010,31,31,0,58165
010,30,30,0,57915
010,29,29,0,55224
010,12,12,0,23889
010,11,11,0,19511
010,10,10,0,18669
010,9,9,0,18651
010,8,8,0,18645
010,7,7,0,18593
010,6,6,0,4663
010,5,5,0,3217
010,4,4,0,342
010,3,3,0,29
010,2,2,0,5
010,1,1,0,2
010,0,0,0,1
010,13,13,0,23913
010,14,14,0,24006
010,15,15,0,24035
010,16,16,0,24223
010,17,17,0,24227
010,18,18,0,24248
010,19,19,0,25787
010,20,20,0,30698
010,21,21,0,30805
010,22,22,0,30835
010,23,23,0,30864
010,24,24,0,30928
010,25,25,0,32595
010,26,26,0,34266
010,27,27,0,55050
010,28,28,0,55072
011,33,33,0,96867
011,32,32,0,96865
