rep,node,steps,update_discovered
001,2,1,2
001,3,2,15
001,4,3,93
001,5,4,93
002,2,1,2
002,3,2,24
002,4,3,62
002,5,4,71
003,2,1,2
003,3,2,25
003,4,3,108
003,5,4,43
004,2,1,2
004,3,2,15
004,4,3,173
004,5,4,332
005,2,1,3
005,3,2,27
005,4,3,37
005,5,4,83
006,2,1,2
006,3,2,41
006,4,3,42
006,5,4,256
007,2,1,3
007,3,2,29
007,4,3,59
007,5,4,241
008,2,1,4
008,3,2,39
008,4,3,74
008,5,3,135
009,2,1,9
009,3,2,47
009,4,3,199
009,5,4,251
010,2,1,3
010,3,2,30
010,4,3,141
010,5,4,99
011,2,1,4
011,3,2,45
011,4,3,66
011,5,4,225
012,2,1,6
012,3,2,24
012,4,3,224
012,5,4,312
013,2,1,2
013,3,2,26
013,4,3,165
013,5,4,124
014,2,1,5
014,3,2,16
014,4,3,204
014,5,4,131
015,2,1,5
015,3,2,58
015,4,3,114
015,5,4,400
016,2,1,2
016,3,2,29
016,4,3,81
016,5,4,196
017,2,1,2
017,3,2,54
017,4,3,103
017,5,3,33
018,2,1,7
018,3,2,16
018,4,3,302
018,5,3,162
019,2,1,2
019,3,2,40
019,4,3,68
019,5,3,57
020,2,1,2
020,3,2,15
020,4,3,278
020,5,4,241
021,2,1,8
021,3,2,7
021,4,3,23
021,5,4,301
022,2,1,2
022,3,2,28
022,4,3,227
022,5,4,156
023,2,1,2
023,3,2,22
023,4,3,239
023,5,4,232
024,2,1,2
024,3,2,57
024,4,3,54
024,5,4,295
025,2,1,2
025,3,2,20
025,4,3,63
025,5,2,44
026,2,1,3
026,3,2,23
026,4,3,43
026,5,3,315
027,2,1,2
027,3,2,26
027,4,3,229
027,5,4,58
028,2,1,7
028,3,2,23
028,4,3,78
028,5,4,177
029,2,1,8
029,3,2,19
029,4,3,65
029,5,4,132
030,2,1,2
030,3,2,16
030,4,3,31
030,5,4,193
031,2,1,3
031,3,2,60
031,4,3,91
031,5,4,204
032,2,1,2
032,3,2,35
032,4,3,65
032,5,4,213
033,2,1,4
033,3,2,20
033,4,3,88
033,5,4,179
034,2,1,3
034,3,2,38
034,4,3,41
034,5,4,167
035,2,1,14
035,3,2,14
035,4,3,101
035,5,4,142
036,2,1,4
036,3,2,4
036,4,2,39
036,5,4,81
037,2,1,2
037,3,2,33
037,4,3,109
037,5,4,128
038,2,1,4
038,3,2,27
038,4,3,97
038,5,4,91
039,2,1,3
039,3,2,48
039,4,3,46
039,5,4,216
040,2,1,3
040,3,2,29
040,4,2,17
040,5,4,224
041,2,1,4
041,3,2,39
041,4,3,402
041,5,4,215
042,2,1,4
042,3,2,16
042,4,3,73
042,5,4,301
043,2,1,2
043,3,2,23
043,4,3,30
043,5,3,94
044,2,1,3
044,3,2,45
044,4,2,30
044,5,4,276
045,2,1,3
045,3,2,20
045,4,3,34
045,5,4,36
046,2,1,3
046,3,2,56
046,4,2,15
046,5,3,275
047,2,1,3
047,3,2,33
047,4,3,48
047,5,4,50
048,2,1,9
048,3,2,18
048,4,3,429
048,5,4,217
049,2,1,3
049,3,2,37
049,4,3,232
049,5,4,280
050,2,1,3
050,3,2,56
050,4,3,43
050,5,4,155
