rep,source_node,dest_node,num_steps,update_discovered
001,146,146,0,94249
001,145,145,0,94218
001,144,144,0,92738
001,143,143,0,92718
001,142,142,0,92705
001,141,141,0,92650
001,140,140,0,92641
001,139,139,0,92223
001,138,138,0,91035
001,137,137,0,90513
001,136,136,0,90429
001,135,135,0,89601
001,134,134,0,89075
001,133,133,0,88975
001,132,132,0,88866
001,131,131,0,88843
001,130,130,0,88701
001,129,129,0,88538
001,128,128,0,87283
001,127,127,0,87126
001,58,58,0,37999
001,57,57,0,37959
001,56,56,0,34963
001,55,55,0,34553
001,54,54,0,31686
001,53,53,0,31643
001,52,52,0,31526
001,51,51,0,31463
001,50,50,0,31085
001,49,49,0,30758
001,48,48,0,30747
001,47,47,0,30491
001,46,46,0,30189
001,45,45,0,30181
001,44,44,0,29490
001,43,43,0,29441
001,42,42,0,29401
001,41,41,0,29164
001,40,40,0,28134
001,39,39,0,28091
001,38,38,0,27649
001,37,37,0,27496
001,36,36,0,24641
001,35,35,0,23164
001,34,34,0,23162
001,33,33,0,23130
001,32,32,0,23066
001,31,31,0,22976
001,30,30,0,22788
001,29,29,0,22410
001,12,12,0,4601
001,11,11,0,4562
001,10,10,0,1269
001,9,9,0,1047
001,8,8,0,935
001,7,7,0,862
001,6,6,0,794
001,5,5,0,49
001,4,4,0,39
001,3,3,0,34
001,2,2,0,4
001,1,1,0,2
001,0,0,0,1
001,13,13,0,4636
001,14,14,0,4655
001,15,15,0,5043
001,16,16,0,7563
001,17,17,0,7583
001,18,18,0,7658
001,19,19,0,9491
001,20,20,0,9771
001,21,21,0,9778
001,22,22,0,9952
001,23,23,0,10091
001,24,24,0,10266
001,25,25,0,14606
001,26,26,0,21760
001,27,27,0,21765
001,28,28,0,22050
001,59,59,0,38181
001,60,60,0,38183
001,61,61,0,38186
001,62,62,0,40465
001,63,63,0,40506
001,64,64,0,40530
001,65,65,0,40565
001,66,66,0,40877
001,67,67,0,40911
001,68,68,0,40936
001,69,69,0,41059
001,70,70,0,41061
001,71,71,0,41121
001,72,72,0,41148
001,73,73,0,41166
001,74,74,0,41474
001,75,75,0,43636
001,76,76,0,43645
001,77,77,0,44722
001,78,78,0,44897
001,79,79,0,45194
001,80,80,0,45244
001,81,81,0,46151
001,82,82,0,46161
001,83,83,0,46337
001,84,84,0,46405
001,85,85,0,46638
001,86,86,0,46818
001,87,87,0,46829
001,88,88,0,46855
001,89,89,0,46917
001,90,90,0,48103
001,91,91,0,48251
001,92,92,0,48272
001,93,93,0,48640
001,94,94,0,48647
001,95,95,0,50093
001,96,96,0,50102
001,97,97,0,52906
001,98,98,0,52990
001,99,99,0,55243
001,100,100,0,55577
001,101,101,0,55597
001,102,102,0,55847
001,103,103,0,55898
001,104,104,0,58243
001,105,105,0,58507
001,106,106,0,60677
001,107,107,0,60684
001,108,108,0,60793
001,109,109,0,60802
001,110,110,0,61205
001,111,111,0,65846
001,112,112,0,72273
001,113,113,0,72326
001,114,114,0,72631
001,115,115,0,73784
001,116,116,0,75185
001,117,117,0,78465
001,118,118,0,78586
001,119,119,0,78738
001,120,120,0,78893
001,121,121,0,80608
001,122,122,0,80760
001,123,123,0,80983
001,124,124,0,82191
001,125,125,0,83879
001,126,126,0,86980
002,125,125,0,99949
002,124,124,0,99599
002,123,123,0,99521
002,122,122,0,99158
002,121,121,0,99137
002,120,120,0,99122
002,119,119,0,97108
002,118,118,0,96240
002,117,117,0,96229
002,116,116,0,96225
002,115,115,0,91196
002,114,114,0,89022
002,113,113,0,88991
002,112,112,0,88942
002,111,111,0,84062
002,110,110,0,82250
002,109,109,0,81497
002,108,108,0,80646
002,107,107,0,80597
002,106,106,0,70456
002,105,105,0,69285
002,104,104,0,69281
002,103,103,0,68975
002,102,102,0,68955
002,101,101,0,68930
002,100,100,0,65648
002,99,99,0,63988
002,98,98,0,63876
002,97,97,0,63793
002,96,96,0,61285
002,95,95,0,61272
002,94,94,0,60633
002,93,93,0,60332
002,92,92,0,60282
002,91,91,0,60256
002,90,90,0,60224
002,89,89,0,60209
002,88,88,0,59477
002,87,87,0,59387
002,86,86,0,59385
002,85,85,0,59250
002,84,84,0,58549
002,83,83,0,58281
002,82,82,0,58100
002,81,81,0,57970
002,80,80,0,57438
002,79,79,0,57229
002,78,78,0,56298
002,77,77,0,55914
002,76,76,0,55913
002,75,75,0,54587
002,74,74,0,54533
002,73,73,0,54131
002,72,72,0,53995
002,71,71,0,53984
002,70,70,0,52019
002,69,69,0,51613
002,68,68,0,51587
002,67,67,0,51546
002,66,66,0,51464
002,65,65,0,51356
002,64,64,0,50929
002,63,63,0,50702
002,62,62,0,50626
002,61,61,0,50468
002,60,60,0,50449
002,59,59,0,48075
002,28,28,0,25603
002,27,27,0,25593
002,26,26,0,25587
002,25,25,0,21645
002,24,24,0,16661
002,23,23,0,16650
002,22,22,0,16557
002,21,21,0,3892
002,20,20,0,3885
002,19,19,0,3849
002,18,18,0,3632
002,17,17,0,3602
002,16,16,0,3588
002,15,15,0,3514
002,14,14,0,3234
002,13,13,0,3217
002,0,0,0,1
002,1,1,0,2
002,2,2,0,16
002,3,3,0,21
002,4,4,0,271
002,5,5,0,1932
002,6,6,0,2592
002,7,7,0,2593
002,8,8,0,2658
002,9,9,0,2794
002,10,10,0,2823
002,11,11,0,3084
002,12,12,0,3106
002,29,29,0,25612
002,30,30,0,25781
002,31,31,0,25984
002,32,32,0,27571
002,33,33,0,27638
002,34,34,0,27999
002,35,35,0,28688
002,36,36,0,32947
002,37,37,0,32958
002,38,38,0,33166
