rep,node,steps,update_discovered
001,2,1,3
001,3,1,3
001,4,2,343
001,5,2,637
002,2,1,3
002,3,2,40
002,4,2,86
002,5,2,1008
003,2,1,3
003,3,2,113
003,4,2,65
003,5,1,5
004,2,1,2
004,3,2,27
004,4,1,3
004,5,1,3
005,2,1,7
005,3,1,5
005,4,1,4
005,5,1,3
006,2,1,15
006,3,1,2
006,4,1,4
006,5,1,5
007,2,1,4
007,3,2,310
007,4,2,81
007,5,4,2227
008,2,1,6
008,3,2,1594
008,4,2,1575
008,5,3,13845
009,2,1,2
009,3,1,6
009,4,1,3
009,5,1,71
010,2,1,2
010,3,1,2
010,4,2,2052
010,5,1,2
011,2,1,2
011,3,1,3
011,4,2,20
011,5,1,2
012,2,1,3
012,3,2,281
012,4,2,10018
012,5,2,242
013,2,1,3
013,3,1,2
013,4,1,3
013,5,1,2
014,2,1,2
014,3,1,2
014,4,1,2
014,5,1,2
015,2,1,2
015,3,1,2
015,4,1,3
015,5,1,4
016,2,1,5
016,3,1,3
016,4,2,79
016,5,1,8
017,2,1,2
017,3,2,116
017,4,2,34
017,5,4,313
018,2,1,2
018,3,2,4749
018,4,2,4455
018,5,2,5432
019,2,1,2
019,3,1,2
019,4,1,7
019,5,1,6
020,2,1,3
020,3,1,3
020,4,1,4
020,5,1,3
021,2,1,3
021,3,2,5677
021,4,3,9602
021,5,2,10536
022,2,1,2
022,3,1,9
022,4,1,8
022,5,2,2702
023,2,1,5
023,3,2,493
023,4,2,76
023,5,2,405
024,2,1,10
024,3,2,1957
024,4,3,2021
024,5,2,904
025,2,1,2
025,3,2,673
025,4,2,90
025,5,1,3
026,2,1,2
026,3,2,210
026,4,2,1718
026,5,4,285
027,2,1,4
027,3,2,74
027,4,2,65
027,5,1,8
028,2,1,4
028,3,1,3
028,4,1,2
028,5,1,2
029,2,1,4
029,3,2,278
029,4,2,2862
029,5,2,2710
030,2,1,3
030,3,1,3
030,4,3,76
030,5,1,2
031,2,1,2
031,3,2,85
031,4,1,2
031,5,2,171
032,2,1,2
032,3,2,135
032,4,1,3
032,5,1,2
033,2,1,2
033,3,1,8
033,4,1,3
033,5,1,3
034,2,1,5
034,3,2,519
034,4,2,65
034,5,2,49
035,2,1,6
035,3,2,8921
035,4,3,7060
035,5,3,14412
036,2,1,7
036,3,2,12617
036,4,1,5
036,5,2,13233
037,2,1,5
037,3,1,7
037,4,2,16
037,5,1,3
038,2,1,3
038,3,2,48
038,4,2,2815
038,5,2,538
039,2,1,4
039,3,2,1067
039,4,2,344
039,5,2,174
040,2,1,4
040,3,1,2
040,4,1,3
040,5,2,4
041,2,1,15
041,3,2,66
041,4,1,3
041,5,1,2
042,2,1,4
042,3,2,2067
042,4,2,3296
042,5,2,1865
043,2,1,9
043,3,2,24
043,4,1,3
043,5,1,3
044,2,1,8
044,3,2,30
044,4,1,2
044,5,1,3
045,2,1,6
045,3,2,9059
045,4,1,5
045,5,2,227
046,2,1,2
046,3,1,5
046,4,1,3
046,5,1,5
047,2,1,3
047,3,2,27
047,4,1,3
047,5,1,4
048,2,1,3
048,3,1,3
048,4,2,16
048,5,1,7
049,2,1,6
049,3,2,309
049,4,2,238
049,5,2,1299
050,2,1,10
050,3,2,46
050,4,2,2288
050,5,1,3
