rep,node,steps,update_discovered
001,1,3,19
001,2,4,37
001,3,9,191
001,4,28,627
001,5,1000,19407
002,1,4,81
002,2,8,161
002,3,10,166
002,4,28,641
002,5,1000,19602
003,1,5,64
003,2,6,126
003,3,14,346
003,4,28,610
003,5,1000,19818
004,1,4,115
004,2,5,56
004,3,19,379
004,4,34,739
004,5,1000,19562
005,1,4,68
005,2,7,118
005,3,11,219
005,4,34,828
005,5,1000,19639
006,1,4,69
006,2,5,114
006,3,12,247
006,4,25,490
006,5,1000,19677
007,1,4,56
007,2,5,90
007,3,7,115
007,4,40,794
007,5,1000,19611
008,1,4,64
008,2,5,98
008,3,12,238
008,4,44,978
008,5,1000,19710
009,1,4,36
009,2,7,179
009,3,8,158
009,4,20,385
009,5,1000,19589
010,1,3,28
010,2,6,110
010,3,8,161
010,4,27,577
010,5,1000,19636
011,1,5,44
011,2,4,70
011,3,22,552
011,4,40,824
011,5,1000,19608
012,1,4,71
012,2,5,99
012,3,9,213
012,4,23,443
012,5,1000,19822
013,1,4,42
013,2,6,100
013,3,13,325
013,4,24,534
013,5,1000,19799
014,1,5,94
014,2,7,127
014,3,9,226
014,4,37,752
014,5,1000,19516
015,1,4,77
015,2,7,119
015,3,10,195
015,4,31,620
015,5,1000,19714
016,1,3,27
016,2,7,149
016,3,14,321
016,4,41,807
016,5,1000,19644
017,1,4,71
017,2,9,169
017,3,10,202
017,4,30,604
017,5,1000,19704
018,1,4,38
018,2,6,114
018,3,6,118
018,4,37,773
018,5,1000,19882
019,1,4,92
019,2,7,155
019,3,11,258
019,4,20,384
019,5,1000,19851
020,1,4,29
020,2,7,160
020,3,9,194
020,4,32,642
020,5,1000,19569
021,1,5,95
021,2,8,194
021,3,9,206
021,4,58,1107
021,5,1000,19532
022,1,4,50
022,2,8,108
022,3,10,202
022,4,35,712
022,5,1000,19466
023,1,5,156
023,2,5,80
023,3,11,164
023,4,15,372
023,5,1000,19957
024,1,4,75
024,2,9,181
024,3,21,404
024,4,28,571
024,5,1000,19779
025,1,4,56
025,2,5,143
025,3,13,297
025,4,37,840
025,5,1000,19565
026,1,5,76
026,2,6,134
026,3,12,244
026,4,28,551
026,5,1000,19590
027,1,5,100
027,2,5,111
027,3,17,339
027,4,47,870
027,5,1000,19753
028,1,6,103
028,2,5,88
028,3,14,273
028,4,33,683
028,5,1000,19767
029,1,3,39
029,2,5,109
029,3,13,267
029,4,24,555
029,5,1000,19508
030,1,3,31
030,2,7,88
030,3,21,517
030,4,38,792
030,5,1000,19593
