rep,node,steps,update_discovered
001,1,295,99708
002,1,264,99478
003,1,275,97878
004,1,248,99829
005,1,222,99793
006,1,289,99991
007,1,288,98588
008,1,204,99217
009,1,326,99510
010,1,263,99994
011,1,221,99694
012,1,242,98675
013,1,275,99941
014,1,174,99907
015,1,256,99703
016,1,239,99777
017,1,214,99300
018,1,300,99965
019,1,290,98634
020,1,308,99982
021,1,259,99989
022,1,253,99253
023,1,278,99858
024,1,299,99251
025,1,255,99519
026,1,242,99822
027,1,232,99820
028,1,225,99994
029,1,255,98268
030,1,242,99788
031,1,251,98446
032,1,264,98769
033,1,297,99847
034,1,294,99248
035,1,264,98819
036,1,251,99951
037,1,280,99629
038,1,296,89975
039,1,272,99752
040,1,241,99805
041,1,257,99865
042,1,270,98903
043,1,254,99466
044,1,290,99691
045,1,264,95491
046,1,251,99730
047,1,228,99428
048,1,288,98373
049,1,272,99105
050,1,272,97345
